original_term_id	slim_term_id
OBI:0001762	OBI:0000443
OBI:2100018	OBI:0000443
OBI:0001247	OBI:0000443
OBI:2100381	OBI:0000443
OBI:2100082	OBI:0000443
OBI:0003176	OBI:0000443
OBI:0002146	OBI:0000443
OBI:0001840	OBI:0000443
OBI:0001700	OBI:0000443
OBI:0001585	OBI:0000443
OBI:2100319	OBI:0000443
OBI:2100354	OBI:0000443
OBI:2100034	OBI:0000443
OBI:0003168	OBI:0000443
OBI:0002122	OBI:0000443
OBI:2100175	OBI:0000443
OBI:0001222	OBI:0000443
OBI:2100239	OBI:0000443
OBI:2100223	OBI:0000443
OBI:0000874	OBI:0000443
OBI:1110156	OBI:0000443
OBI:2100085	OBI:0000443
OBI:2100021	OBI:0000443
OBI:2100371	OBI:0000443
OBI:2100400	OBI:0000443
OBI:2100261	OBI:0000443
OBI:2100342	OBI:0000443
OBI:0002156	OBI:0000443
OBI:0000787	OBI:0000443
OBI:2100035	OBI:0000443
OBI:2100054	OBI:0000443
OBI:2100380	OBI:0000443
OBI:2100113	OBI:0000443
OBI:2100089	OBI:0000443
OBI:0001282	OBI:0000443
OBI:1110163	OBI:0000443
OBI:2100190	OBI:0000443
OBI:2100176	OBI:0000443
OBI:0001811	OBI:0000443
OBI:0001836	OBI:0000443
OBI:2100307	OBI:0000443
OBI:0001405	OBI:0000443
OBI:2100348	OBI:0000443
OBI:0001298	OBI:0000443
OBI:2100149	OBI:0000443
OBI:2100225	OBI:0000443
OBI:0003220	OBI:0000443
OBI:0001395	OBI:0000443
OBI:0001356	OBI:0000443
OBI:2100165	OBI:0000443
OBI:2100226	OBI:0000443
OBI:1110159	OBI:0000443
OBI:0003174	OBI:0000443
OBI:2100243	OBI:0000443
OBI:2100126	OBI:0000443
OBI:0001438	OBI:0000443
OBI:2100144	OBI:0000443
OBI:2100169	OBI:0000443
OBI:2100025	OBI:0000443
OBI:0003150	OBI:0000443
OBI:2100266	OBI:0000443
OBI:0001832	OBI:0000443
OBI:0001244	OBI:0000443
OBI:0001831	OBI:0000443
OBI:2100184	OBI:0000443
OBI:2100083	OBI:0000443
OBI:0001260	OBI:0000443
OBI:2100037	OBI:0000443
OBI:0003208	OBI:0000443
OBI:2100397	OBI:0000443
OBI:2100241	OBI:0000443
OBI:2100173	OBI:0000443
OBI:0003158	OBI:0000443
OBI:2100206	OBI:0000443
OBI:2100198	OBI:0000443
OBI:0003209	OBI:0000443
OBI:0001289	OBI:0000443
OBI:2100097	OBI:0000443
OBI:0002147	OBI:0000443
OBI:2100286	OBI:0000443
OBI:0001512	OBI:0000443
OBI:2100217	OBI:0000443
OBI:0002157	OBI:0000443
OBI:2100109	OBI:0000443
OBI:0001764	OBI:0000443
OBI:0003218	OBI:0000443
OBI:2100031	OBI:0000443
OBI:0000865	OBI:0000443
OBI:2100398	OBI:0000443
OBI:0001757	OBI:0000443
OBI:2100259	OBI:0000443
OBI:2100276	OBI:0000443
OBI:2100073	OBI:0000443
OBI:0001243	OBI:0000443
OBI:0001843	OBI:0000443
OBI:2100272	OBI:0000443
OBI:2100166	OBI:0000443
OBI:2100172	OBI:0000443
OBI:2100300	OBI:0000443
OBI:2100253	OBI:0000443
