id	method	protocol	rank	event_ts
DATA_EVENT.00000008	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-03-05
DATA_EVENT.00000009	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-03-05
DATA_EVENT.00000012	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-02-08
DATA_EVENT.00000013	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-02-08
DATA_EVENT.00000016	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-02-08
DATA_EVENT.00000017	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-02-08
DATA_EVENT.00000020	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-03-22
DATA_EVENT.00000021	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-03-22
DATA_EVENT.00000024	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-02-27
DATA_EVENT.00000025	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-02-27
DATA_EVENT.00000028	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-02-08
DATA_EVENT.00000029	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-02-08
DATA_EVENT.00000032	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-03-22
DATA_EVENT.00000033	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-03-22
DATA_EVENT.00000036	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-02-08
DATA_EVENT.00000037	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-02-08
DATA_EVENT.00000040	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-03-16
DATA_EVENT.00000041	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-03-16
DATA_EVENT.00000044	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-03-05
DATA_EVENT.00000045	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-03-05
DATA_EVENT.00000048	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-03-05
DATA_EVENT.00000049	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-03-05
DATA_EVENT.00000052	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-03-05
DATA_EVENT.00000053	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-03-05
DATA_EVENT.00000056	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-03-22
DATA_EVENT.00000057	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-03-22
DATA_EVENT.00000060	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-03-05
DATA_EVENT.00000061	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-03-05
DATA_EVENT.00000064	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-03-05
DATA_EVENT.00000065	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-03-05
DATA_EVENT.00000068	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-03-05
DATA_EVENT.00000069	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-03-05
DATA_EVENT.00000072	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-03-05
DATA_EVENT.00000073	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-03-05
DATA_EVENT.00000076	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-02-08
DATA_EVENT.00000077	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-02-08
DATA_EVENT.00000080	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-02-08
DATA_EVENT.00000081	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-02-08
DATA_EVENT.00000084	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-03-05
DATA_EVENT.00000085	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-03-05
DATA_EVENT.00000088	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-02-08
DATA_EVENT.00000089	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-02-08
DATA_EVENT.00000092	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-02-08
DATA_EVENT.00000093	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-02-08
DATA_EVENT.00000096	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-02-08
DATA_EVENT.00000097	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-02-08
DATA_EVENT.00000100	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-02-08
DATA_EVENT.00000101	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-02-08
DATA_EVENT.00000104	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-02-08
DATA_EVENT.00000105	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-02-08
DATA_EVENT.00000108	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-03-22
DATA_EVENT.00000109	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-03-22
DATA_EVENT.00000112	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-03-05
DATA_EVENT.00000113	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-03-05
DATA_EVENT.00000116	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-03-23
DATA_EVENT.00000117	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-03-23
DATA_EVENT.00000120	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-02-08
DATA_EVENT.00000121	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-02-08
DATA_EVENT.00000124	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-03-05
DATA_EVENT.00000125	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-03-05
DATA_EVENT.00000128	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2013-09-19
DATA_EVENT.00000129	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2013-09-19
DATA_EVENT.00000132	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-03-05
DATA_EVENT.00000133	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-03-05
DATA_EVENT.00000136	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-03-23
DATA_EVENT.00000137	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-03-23
DATA_EVENT.00000140	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-03-22
DATA_EVENT.00000141	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-03-22
DATA_EVENT.00000144	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-03-22
DATA_EVENT.00000145	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-03-22
DATA_EVENT.00000148	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-03-05
DATA_EVENT.00000149	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-03-05
DATA_EVENT.00000152	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-03-22
DATA_EVENT.00000153	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-03-22
DATA_EVENT.00000156	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-03-05
DATA_EVENT.00000157	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-03-05
DATA_EVENT.00000160	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-03-22
DATA_EVENT.00000161	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-03-22
DATA_EVENT.00000164	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-03-05
DATA_EVENT.00000165	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-03-05
DATA_EVENT.00000168	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-03-05
DATA_EVENT.00000169	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-03-05
DATA_EVENT.00000172	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-03-05
DATA_EVENT.00000173	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-03-05
DATA_EVENT.00000176	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-03-22
DATA_EVENT.00000177	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-03-22
DATA_EVENT.00000180	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2013-11-14
DATA_EVENT.00000181	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2013-11-14
DATA_EVENT.00000184	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-03-05
DATA_EVENT.00000185	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-03-05
DATA_EVENT.00000188	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-03-05
DATA_EVENT.00000189	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-03-05
DATA_EVENT.00000192	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-03-05
DATA_EVENT.00000193	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-03-05
DATA_EVENT.00000196	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-03-05
DATA_EVENT.00000197	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-03-05
DATA_EVENT.00000200	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2013-09-12
DATA_EVENT.00000201	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2013-09-12
DATA_EVENT.00000204	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-03-05
DATA_EVENT.00000205	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-03-05
DATA_EVENT.00000208	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-03-05
DATA_EVENT.00000209	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-03-05
DATA_EVENT.00000212	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-03-29
DATA_EVENT.00000213	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-03-29
DATA_EVENT.00000216	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-03-05
DATA_EVENT.00000217	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-03-05
DATA_EVENT.00000220	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-03-22
DATA_EVENT.00000221	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-03-22
DATA_EVENT.00000224	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-03-16
DATA_EVENT.00000225	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-03-16
DATA_EVENT.00000228	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-02-08
DATA_EVENT.00000229	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-02-08
DATA_EVENT.00000232	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-02-27
DATA_EVENT.00000233	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-02-27
DATA_EVENT.00000236	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-03-22
DATA_EVENT.00000237	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-03-22
DATA_EVENT.00000240	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-03-22
DATA_EVENT.00000241	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-03-22
DATA_EVENT.00000244	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-03-05
DATA_EVENT.00000245	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-03-05
DATA_EVENT.00000248	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-03-05
DATA_EVENT.00000249	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-03-05
DATA_EVENT.00000252	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-03-05
DATA_EVENT.00000253	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-03-05
DATA_EVENT.00000256	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-03-21
DATA_EVENT.00000257	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-03-21
DATA_EVENT.00000260	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-03-29
DATA_EVENT.00000261	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-03-29
DATA_EVENT.00000264	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-01-23
DATA_EVENT.00000265	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-01-23
DATA_EVENT.00000268	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-03-05
DATA_EVENT.00000269	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-03-05
DATA_EVENT.00000272	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-01-23
DATA_EVENT.00000273	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-01-23
DATA_EVENT.00000276	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-03-05
DATA_EVENT.00000277	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-03-05
DATA_EVENT.00000280	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-03-05
DATA_EVENT.00000281	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-03-05
DATA_EVENT.00000284	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-03-05
DATA_EVENT.00000285	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-03-05
DATA_EVENT.00000288	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-03-05
DATA_EVENT.00000289	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-03-05
DATA_EVENT.00000292	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-02-08
DATA_EVENT.00000293	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-02-08
DATA_EVENT.00000296	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-03-05
DATA_EVENT.00000297	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-03-05
DATA_EVENT.00000300	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-03-05
DATA_EVENT.00000301	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-03-05
DATA_EVENT.00000304	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-02-08
DATA_EVENT.00000305	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-02-08
DATA_EVENT.00000308	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-02-08
DATA_EVENT.00000309	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-02-08
DATA_EVENT.00000312	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-02-27
DATA_EVENT.00000313	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-02-27
DATA_EVENT.00000316	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-03-05
DATA_EVENT.00000317	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-03-05
DATA_EVENT.00000320	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-03-05
DATA_EVENT.00000321	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-03-05
DATA_EVENT.00000324	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-02-27
DATA_EVENT.00000325	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-02-27
DATA_EVENT.00000328	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-02-27
DATA_EVENT.00000329	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-02-27
DATA_EVENT.00000332	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-02-27
DATA_EVENT.00000333	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-02-27
DATA_EVENT.00000336	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-02-08
DATA_EVENT.00000337	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-02-08
DATA_EVENT.00000340	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-02-08
DATA_EVENT.00000341	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-02-08
DATA_EVENT.00000344	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-01-23
DATA_EVENT.00000345	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-01-23
DATA_EVENT.00000348	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-01-23
DATA_EVENT.00000349	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-01-23
DATA_EVENT.00000352	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-02-27
DATA_EVENT.00000353	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-02-27
DATA_EVENT.00000356	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-03-27
DATA_EVENT.00000357	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-03-27
DATA_EVENT.00000360	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-03-20
DATA_EVENT.00000361	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-03-20
DATA_EVENT.00000364	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-03-29
DATA_EVENT.00000365	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-03-29
DATA_EVENT.00000368	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-02-27
DATA_EVENT.00000369	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-02-27
DATA_EVENT.00000372	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-03-22
DATA_EVENT.00000373	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-03-22
DATA_EVENT.00000376	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-02-27
DATA_EVENT.00000377	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-02-27
DATA_EVENT.00000380	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-02-27
DATA_EVENT.00000381	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-02-27
DATA_EVENT.00000384	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-03-22
DATA_EVENT.00000385	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-03-22
DATA_EVENT.00000388	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-03-22
DATA_EVENT.00000389	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-03-22
DATA_EVENT.00000392	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-02-27
DATA_EVENT.00000393	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-02-27
DATA_EVENT.00000396	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-02-27
DATA_EVENT.00000397	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-02-27
DATA_EVENT.00000400	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-03-22
DATA_EVENT.00000401	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-03-22
DATA_EVENT.00000404	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-03-22
DATA_EVENT.00000405	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-03-22
DATA_EVENT.00000408	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-02-27
DATA_EVENT.00000409	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-02-27
DATA_EVENT.00000412	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-02-27
DATA_EVENT.00000413	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-02-27
DATA_EVENT.00000416	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-02-27
DATA_EVENT.00000417	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-02-27
DATA_EVENT.00000420	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-03-22
DATA_EVENT.00000421	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-03-22
DATA_EVENT.00000424	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-03-22
DATA_EVENT.00000425	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-03-22
DATA_EVENT.00000428	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-02-27
DATA_EVENT.00000429	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-02-27
DATA_EVENT.00000432	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-02-08
DATA_EVENT.00000433	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-02-08
DATA_EVENT.00000436	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-02-08
DATA_EVENT.00000437	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-02-08
DATA_EVENT.00000440	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-03-22
DATA_EVENT.00000441	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-03-22
DATA_EVENT.00000444	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-02-08
DATA_EVENT.00000445	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-02-08
DATA_EVENT.00000448	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-02-27
DATA_EVENT.00000449	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-02-27
DATA_EVENT.00000452	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-03-27
DATA_EVENT.00000453	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-03-27
DATA_EVENT.00000456	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-03-27
DATA_EVENT.00000457	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-03-27
DATA_EVENT.00000460	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-02-27
DATA_EVENT.00000461	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-02-27
DATA_EVENT.00000464	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-02-27
DATA_EVENT.00000465	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-02-27
DATA_EVENT.00000468	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-03-22
DATA_EVENT.00000469	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-03-22
DATA_EVENT.00000472	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-02-27
DATA_EVENT.00000473	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-02-27
DATA_EVENT.00000476	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-02-27
DATA_EVENT.00000477	http://purl.obolibrary.org/obo/OBI_0002567	PROTOCOL_ID.0	1	2014-02-27
DATA_EVENT.00000480	http://purl.obolibrary.org/obo/OBI_0600047	PROTOCOL_ID.0	0	2014-02-27
