BioSampleID	DataEventID
GTEX-13W3W-2326-SM-5LU4Y	DATA_EVENT.00014280
GTEX-13W3W-2426-SM-5LU5B	DATA_EVENT.00014284
GTEX-13W3W-2526-SM-5SI9P	DATA_EVENT.00014288
GTEX-13W3W-2626-SM-5SIA2	DATA_EVENT.00014292
GTEX-13W3W-2726-SM-5SIAE	DATA_EVENT.00014296
GTEX-13W3W-2826-SM-731E5	DATA_EVENT.00014300
GTEX-13W46-0003-SM-6WSAK	DATA_EVENT.00051692
GTEX-13W46-0226-SM-5SIAG	DATA_EVENT.00014304
GTEX-13W46-0526-SM-5IJBD	DATA_EVENT.00014308
GTEX-13W46-0626-SM-5LU3N	DATA_EVENT.00014312
GTEX-13W46-0726-SM-5LU3Z	DATA_EVENT.00014316
GTEX-13W46-0826-SM-5LU3H	DATA_EVENT.00014320
GTEX-13W46-0926-SM-5LU3T	DATA_EVENT.00014324
GTEX-13W46-1226-SM-5SIAS	DATA_EVENT.00014328
GTEX-13W46-1826-SM-5K7VA	DATA_EVENT.00014332
GTEX-13W46-1926-SM-5J2MF	DATA_EVENT.00014336
GTEX-13X6H-0001-SM-6WSCM	DATA_EVENT.00051696
GTEX-13X6H-0126-SM-5QGOS	DATA_EVENT.00014340
GTEX-13X6H-0426-SM-5LU4E	DATA_EVENT.00014344
GTEX-13X6H-0526-SM-5LU4Q	DATA_EVENT.00014348
GTEX-13X6H-0626-SM-5LU53	DATA_EVENT.00014352
GTEX-13X6H-0726-SM-5Q5BX	DATA_EVENT.00014356
GTEX-13X6H-0926-SM-5SIB2	DATA_EVENT.00014360
GTEX-13X6H-1026-SM-5SIBE	DATA_EVENT.00014364
GTEX-13X6H-1326-SM-5LU42	DATA_EVENT.00014368
GTEX-13X6H-1426-SM-5SI91	DATA_EVENT.00014372
GTEX-13X6H-1526-SM-5Q5E2	DATA_EVENT.00014376
GTEX-13X6H-1626-SM-5Q5CT	DATA_EVENT.00014380
GTEX-13X6H-1726-SM-5Q5EH	DATA_EVENT.00014384
GTEX-13X6H-1826-SM-7EWCZ	DATA_EVENT.00014388
GTEX-13X6H-1926-SM-7EWD3	DATA_EVENT.00014392
GTEX-13X6H-2126-SM-7EWD5	DATA_EVENT.00014396
GTEX-13X6H-2326-SM-7EWEB	DATA_EVENT.00014400
GTEX-13X6H-2526-SM-5QGOT	DATA_EVENT.00014404
GTEX-13X6I-0002-SM-6WSAR	DATA_EVENT.00051700
GTEX-13X6I-0011-R10a-SM-5PNWI	DATA_EVENT.00014408
GTEX-13X6I-0011-R11a-SM-5P9HN	DATA_EVENT.00014412
GTEX-13X6I-0011-R1b-SM-5PNZC	DATA_EVENT.00014416
GTEX-13X6I-0011-R2b-SM-5PNWQ	DATA_EVENT.00014420
GTEX-13X6I-0011-R3b-SM-5P9HM	DATA_EVENT.00014424
GTEX-13X6I-0011-R4b-SM-5PNU9	DATA_EVENT.00014428
GTEX-13X6I-0011-R5a-SM-5PNWW	DATA_EVENT.00014432
GTEX-13X6I-0011-R7b-SM-5PNWP	DATA_EVENT.00014436
GTEX-13X6I-0011-R8a-SM-5PNZF	DATA_EVENT.00014440
GTEX-13X6I-0011-R9b-SM-5PNZJ	DATA_EVENT.00014444
GTEX-13X6I-0526-SM-5QGP8	DATA_EVENT.00014448
GTEX-13X6I-0626-SM-5QGP9	DATA_EVENT.00014452
GTEX-13X6I-0926-SM-5LUAB	DATA_EVENT.00014456
GTEX-13X6I-1026-SM-5LU4C	DATA_EVENT.00014460
GTEX-13X6I-1426-SM-5SI9Z	DATA_EVENT.00014464
GTEX-13X6I-1526-SM-5SIAC	DATA_EVENT.00014468
GTEX-13X6I-1826-SM-5SIAO	DATA_EVENT.00014472
GTEX-13X6I-2726-SM-5Q5ET	DATA_EVENT.00014476
GTEX-13X6I-2926-SM-5Q5C3	DATA_EVENT.00014480
GTEX-13X6J-0002-SM-6WSAI	DATA_EVENT.00051704
GTEX-13X6J-0011-R10b-SM-5PNWA	DATA_EVENT.00014484
GTEX-13X6J-0011-R11a-SM-5P9HE	DATA_EVENT.00014488
GTEX-13X6J-0011-R3b-SM-5P9K5	DATA_EVENT.00014492
GTEX-13X6J-0011-R4b-SM-5P9K4	DATA_EVENT.00014496
GTEX-13X6J-0011-R5b-SM-5PNWT	DATA_EVENT.00014500
GTEX-13X6J-0011-R6a-SM-5PNUB	DATA_EVENT.00014504
GTEX-13X6J-0011-R7b-SM-5PNUC	DATA_EVENT.00014508
GTEX-13X6J-0011-R8b-SM-5PNUA	DATA_EVENT.00014512
GTEX-13X6J-0126-SM-5QGOU	DATA_EVENT.00014516
GTEX-13X6J-0226-SM-7EPGC	DATA_EVENT.00014520
GTEX-13X6J-0326-SM-7EPGD	DATA_EVENT.00014524
GTEX-13X6J-0426-SM-5O9D3	DATA_EVENT.00014528
GTEX-13X6J-0626-SM-5LU5F	DATA_EVENT.00014532
GTEX-13X6J-0826-SM-5LU32	DATA_EVENT.00014536
GTEX-13X6J-1226-SM-79OMF	DATA_EVENT.00014540
GTEX-13X6J-1326-SM-5QGOV	DATA_EVENT.00014544
GTEX-13X6J-1626-SM-5Q5CV	DATA_EVENT.00014548
GTEX-13X6J-1726-SM-5TDCS	DATA_EVENT.00014552
GTEX-13X6J-1826-SM-5TDCT	DATA_EVENT.00014556
GTEX-13X6J-1926-SM-5TDCU	DATA_EVENT.00014560
GTEX-13X6J-2126-SM-5TDCV	DATA_EVENT.00014564
GTEX-13X6J-2826-SM-7EPGA	DATA_EVENT.00014568
GTEX-13X6J-2926-SM-7EPGP	DATA_EVENT.00014572
GTEX-13X6J-3026-SM-5Q5CU	DATA_EVENT.00014576
GTEX-13X6J-3126-SM-5Q5EJ	DATA_EVENT.00014580
GTEX-13X6K-0003-SM-6WSAL	DATA_EVENT.00051708
GTEX-13X6K-0011-R10a-SM-5P9JR	DATA_EVENT.00014584
GTEX-13X6K-0011-R11a-SM-5P9F5	DATA_EVENT.00014588
GTEX-13X6K-0011-R2b-SM-5P9K3	DATA_EVENT.00014592
GTEX-13X6K-0011-R3b-SM-5PNUD	DATA_EVENT.00014596
GTEX-13X6K-0011-R4b-SM-5P9HO	DATA_EVENT.00014600
GTEX-13X6K-0011-R5b-SM-5PNUE	DATA_EVENT.00014604
GTEX-13X6K-0011-R6a-SM-5P9K6	DATA_EVENT.00014608
GTEX-13X6K-0011-R7b-SM-5P9K7	DATA_EVENT.00014612
GTEX-13X6K-0011-R8b-SM-5PNZ4	DATA_EVENT.00014616
GTEX-13X6K-0226-SM-5QGPB	DATA_EVENT.00014620
GTEX-13X6K-0326-SM-5Q5D6	DATA_EVENT.00014624
GTEX-13X6K-0426-SM-5O9DZ	DATA_EVENT.00014628
GTEX-13X6K-0526-SM-5LU51	DATA_EVENT.00014632
GTEX-13X6K-0626-SM-5LU5D	DATA_EVENT.00014636
GTEX-13X6K-0726-SM-5LU2Z	DATA_EVENT.00014640
GTEX-13X6K-1626-SM-7EWCX	DATA_EVENT.00014644
GTEX-13X6K-1726-SM-7IGLG	DATA_EVENT.00014648
GTEX-13X6K-1826-SM-5O9CR	DATA_EVENT.00014652
GTEX-13X6K-1926-SM-5LU4O	DATA_EVENT.00014656
GTEX-13X6K-2126-SM-5O9D4	DATA_EVENT.00014660
GTEX-13X6K-2226-SM-79OMI	DATA_EVENT.00014664
GTEX-13X6K-2726-SM-5O9DG	DATA_EVENT.00014668
GTEX-13X6K-2826-SM-5O9DS	DATA_EVENT.00014672
GTEX-13X6K-2926-SM-5Q5D5	DATA_EVENT.00014676
GTEX-13X6K-3026-SM-5QGPA	DATA_EVENT.00014680
GTEX-13YAN-0226-SM-5TDC6	DATA_EVENT.00014684
GTEX-13YAN-0326-SM-5O9DF	DATA_EVENT.00014688
GTEX-13YAN-0426-SM-5O9DR	DATA_EVENT.00014692
GTEX-13YAN-0526-SM-5O9BE	DATA_EVENT.00014696
GTEX-13YAN-0626-SM-5O9BQ	DATA_EVENT.00014700
GTEX-13YAN-0926-SM-5O9C3	DATA_EVENT.00014704
GTEX-13YAN-1026-SM-5O9CF	DATA_EVENT.00014708
GTEX-13YAN-1126-SM-5TDC7	DATA_EVENT.00014712
GTEX-13YAN-1326-SM-5Q5F1	DATA_EVENT.00014716
GTEX-13YAN-1426-SM-7EPG8	DATA_EVENT.00014720
GTEX-13YAN-1526-SM-5LU3E	DATA_EVENT.00014724
GTEX-13YAN-1826-SM-5LU3Q	DATA_EVENT.00014728
GTEX-13YAN-1926-SM-7EPH9	DATA_EVENT.00014732
GTEX-13YAN-2026-SM-5Q5EY	DATA_EVENT.00014736
GTEX-13YAN-2126-SM-5Q5C4	DATA_EVENT.00014740
GTEX-1445S-0011-R10a-SM-5PNWB	DATA_EVENT.00014744
GTEX-1445S-0011-R2b-SM-5PNUH	DATA_EVENT.00014748
GTEX-1445S-0011-R3a-SM-5P9HY	DATA_EVENT.00014752
GTEX-1445S-0011-R4a-SM-5PNWN	DATA_EVENT.00014756
GTEX-1445S-0011-R5a-SM-5PNUS	DATA_EVENT.00014760
GTEX-1445S-0011-R6b-SM-5PNUF	DATA_EVENT.00014764
GTEX-1445S-0011-R7b-SM-5PNUG	DATA_EVENT.00014768
GTEX-1445S-0011-R8a-SM-5PNWX	DATA_EVENT.00014772
GTEX-1445S-0626-SM-5LU3C	DATA_EVENT.00014776
GTEX-1445S-1126-SM-5QGOW	DATA_EVENT.00014780
GTEX-1445S-1226-SM-5O9BF	DATA_EVENT.00014784
GTEX-1445S-2426-SM-79ON2	DATA_EVENT.00014788
GTEX-1445S-2926-SM-5O993	DATA_EVENT.00014792
GTEX-1445S-3026-SM-5O9BR	DATA_EVENT.00014796
GTEX-1445S-3226-SM-5TDE1	DATA_EVENT.00014800
GTEX-144FL-0126-SM-5TDC8	DATA_EVENT.00014804
GTEX-144FL-0226-SM-5Q5D4	DATA_EVENT.00014808
GTEX-144FL-0326-SM-5O99O	DATA_EVENT.00014812
GTEX-144FL-0426-SM-5O9A1	DATA_EVENT.00014816
GTEX-144FL-0626-SM-5LU43	DATA_EVENT.00014820
GTEX-144FL-1526-SM-5Q5CA	DATA_EVENT.00014824
GTEX-144FL-2326-SM-5LUAC	DATA_EVENT.00014828
GTEX-144FL-2626-SM-5TDCW	DATA_EVENT.00014832
GTEX-144FL-2726-SM-5O98Z	DATA_EVENT.00014836
GTEX-144FL-3026-SM-5O99C	DATA_EVENT.00014840
GTEX-144FL-3126-SM-5TDCX	DATA_EVENT.00014844
GTEX-144GL-0011-R11b-SM-5P9F6	DATA_EVENT.00014848
GTEX-144GL-0011-R1a-SM-5PNZ5	DATA_EVENT.00014852
GTEX-144GL-0011-R3a-SM-5P9HP	DATA_EVENT.00014856
GTEX-144GL-0011-R4a-SM-5PNUI	DATA_EVENT.00014860
GTEX-144GL-0011-R5b-SM-5PNUJ	DATA_EVENT.00014864
GTEX-144GL-0011-R6a-SM-5P9HW	DATA_EVENT.00014868
GTEX-144GL-0011-R7b-SM-5P9HX	DATA_EVENT.00014872
GTEX-144GL-0011-R8a-SM-5Q5B1	DATA_EVENT.00014876
GTEX-144GL-0126-SM-5TDE2	DATA_EVENT.00014880
GTEX-144GL-0226-SM-5QGOX	DATA_EVENT.00014884
GTEX-144GL-0326-SM-5QGOY	DATA_EVENT.00014888
GTEX-144GL-0426-SM-5QGOZ	DATA_EVENT.00014892
GTEX-144GL-0526-SM-5LU41	DATA_EVENT.00014896
GTEX-144GL-0626-SM-5LU4D	DATA_EVENT.00014900
GTEX-144GL-0726-SM-5LU4P	DATA_EVENT.00014904
GTEX-144GL-1026-SM-5O99R	DATA_EVENT.00014908
GTEX-144GL-1226-SM-5O9A4	DATA_EVENT.00014912
GTEX-144GL-1426-SM-79OMA	DATA_EVENT.00014916
GTEX-144GL-1826-SM-79OMB	DATA_EVENT.00014920
GTEX-144GL-2026-SM-5LU3O	DATA_EVENT.00014924
GTEX-144GL-2226-SM-79OMD	DATA_EVENT.00014928
GTEX-144GL-2526-SM-5TDDL	DATA_EVENT.00014932
GTEX-144GL-2926-SM-5O99F	DATA_EVENT.00014936
GTEX-144GL-3026-SM-5Q5CW	DATA_EVENT.00014940
GTEX-144GL-3126-SM-5TDDM	DATA_EVENT.00014944
GTEX-144GM-0126-SM-5Q5AX	DATA_EVENT.00014948
GTEX-144GM-0226-SM-5Q5CB	DATA_EVENT.00014952
GTEX-144GM-0426-SM-5Q5C8	DATA_EVENT.00014956
GTEX-144GM-0526-SM-79OJO	DATA_EVENT.00014960
GTEX-144GM-0626-SM-79OKY	DATA_EVENT.00014964
GTEX-144GM-0726-SM-79OJQ	DATA_EVENT.00014968
GTEX-144GM-0826-SM-5O98R	DATA_EVENT.00014972
GTEX-144GM-0926-SM-5O994	DATA_EVENT.00014976
GTEX-144GM-1026-SM-79OKU	DATA_EVENT.00014980
GTEX-144GM-1126-SM-79OJK	DATA_EVENT.00014984
GTEX-144GM-1226-SM-5LU52	DATA_EVENT.00014988
GTEX-144GM-1326-SM-5LU5E	DATA_EVENT.00014992
GTEX-144GM-1426-SM-5LU31	DATA_EVENT.00014996
GTEX-144GM-1526-SM-79OJM	DATA_EVENT.00015000
GTEX-144GM-1626-SM-5O9AG	DATA_EVENT.00015004
GTEX-144GM-1726-SM-5O9AS	DATA_EVENT.00015008
GTEX-144GM-1926-SM-5LUAN	DATA_EVENT.00015012
GTEX-144GM-2026-SM-5LU3D	DATA_EVENT.00015016
GTEX-144GM-2126-SM-5LU3P	DATA_EVENT.00015020
GTEX-144GM-2226-SM-5O9B5	DATA_EVENT.00015024
GTEX-144GN-0326-SM-5O9AD	DATA_EVENT.00015028
GTEX-144GN-0426-SM-5O9AP	DATA_EVENT.00015032
GTEX-144GN-0626-SM-5O9B2	DATA_EVENT.00015036
GTEX-144GN-0726-SM-5O98O	DATA_EVENT.00015040
GTEX-144GN-0826-SM-5LU5G	DATA_EVENT.00015044
GTEX-144GN-1126-SM-5LU33	DATA_EVENT.00015048
GTEX-144GN-1226-SM-5O991	DATA_EVENT.00015052
GTEX-144GN-1626-SM-5Q5BU	DATA_EVENT.00015056
GTEX-144GN-2126-SM-5O99D	DATA_EVENT.00015060
GTEX-144GN-2326-SM-5LU4F	DATA_EVENT.00015064
GTEX-144GN-2426-SM-5LU4R	DATA_EVENT.00015068
GTEX-144GN-2526-SM-5LU54	DATA_EVENT.00015072
GTEX-144GO-0011-R1a-SM-5PNWO	DATA_EVENT.00015076
GTEX-144GO-0011-R5a-SM-5PNUR	DATA_EVENT.00015080
GTEX-144GO-0011-R6b-SM-5S2V7	DATA_EVENT.00015084
GTEX-144GO-0011-R7b-SM-5S2TT	DATA_EVENT.00015088
GTEX-144GO-0126-SM-5LUAO	DATA_EVENT.00015092
GTEX-144GO-0226-SM-5LUB1	DATA_EVENT.00015096
GTEX-144GO-1326-SM-5Q5EL	DATA_EVENT.00015100
GTEX-144GO-1626-SM-7EPG5	DATA_EVENT.00015104
GTEX-144GO-2026-SM-5O99P	DATA_EVENT.00015108
GTEX-144GO-2726-SM-5O9A2	DATA_EVENT.00015112
GTEX-145LS-0011-R10a-SM-5PNUQ	DATA_EVENT.00015116
GTEX-145LS-0011-R1b-SM-5PNUP	DATA_EVENT.00015120
GTEX-145LS-0011-R2a-SM-5PNZI	DATA_EVENT.00015124
GTEX-145LS-0011-R3a-SM-5S2VJ	DATA_EVENT.00015128
GTEX-145LS-0011-R4b-SM-5S2UT	DATA_EVENT.00015132
GTEX-145LS-0011-R5a-SM-5SI65	DATA_EVENT.00015136
GTEX-145LS-0011-R6b-SM-5PNWL	DATA_EVENT.00015140
GTEX-145LS-0011-R7a-SM-5PNWM	DATA_EVENT.00015144
GTEX-145LS-0011-R8b-SM-5PNXA	DATA_EVENT.00015148
GTEX-145LS-0126-SM-5QGP1	DATA_EVENT.00015152
GTEX-145LS-0226-SM-5O9A5	DATA_EVENT.00015156
GTEX-145LS-0426-SM-5LU8M	DATA_EVENT.00015160
GTEX-145LS-0526-SM-5LU8Y	DATA_EVENT.00015164
GTEX-145LS-0626-SM-7EPG7	DATA_EVENT.00015168
GTEX-145LS-1226-SM-5Q5D9	DATA_EVENT.00015172
GTEX-145LS-1326-SM-5Q5EP	DATA_EVENT.00015176
GTEX-145LS-1826-SM-5LUAZ	DATA_EVENT.00015180
GTEX-145LS-2026-SM-5Q5D7	DATA_EVENT.00015184
GTEX-145LS-2326-SM-5TDCY	DATA_EVENT.00015188
GTEX-145LS-2426-SM-5TDCZ	DATA_EVENT.00015192
GTEX-145LS-2526-SM-5TDC9	DATA_EVENT.00015196
GTEX-145LS-2726-SM-5Q5D8	DATA_EVENT.00015200
GTEX-145LS-2926-SM-5O99G	DATA_EVENT.00015204
GTEX-145LS-3026-SM-5O99S	DATA_EVENT.00015208
GTEX-145LS-3126-SM-5Q5BY	DATA_EVENT.00015212
GTEX-145LS-3226-SM-5TDCA	DATA_EVENT.00015216
GTEX-145LT-0126-SM-5S2QJ	DATA_EVENT.00015220
GTEX-145LT-0226-SM-5S2QK	DATA_EVENT.00015224
GTEX-145LT-0326-SM-5LUAD	DATA_EVENT.00015228
GTEX-145LT-0426-SM-5LUAP	DATA_EVENT.00015232
GTEX-145LT-0526-SM-5LUB2	DATA_EVENT.00015236
GTEX-145LT-0626-SM-5O99E	DATA_EVENT.00015240
GTEX-145LT-0726-SM-5S2VM	DATA_EVENT.00015244
GTEX-145LT-0826-SM-5S2QL	DATA_EVENT.00015248
GTEX-145LT-0926-SM-5LU9C	DATA_EVENT.00015252
GTEX-145LT-1026-SM-5LU9O	DATA_EVENT.00015256
GTEX-145LT-1126-SM-5LUA1	DATA_EVENT.00015260
GTEX-145LT-1226-SM-5Q5BZ	DATA_EVENT.00015264
GTEX-145LT-1326-SM-5O9AQ	DATA_EVENT.00015268
GTEX-145LT-1426-SM-5O9B3	DATA_EVENT.00015272
GTEX-145LT-1526-SM-5O98P	DATA_EVENT.00015276
GTEX-145LT-1626-SM-5O992	DATA_EVENT.00015280
GTEX-145LT-1726-SM-5QGP3	DATA_EVENT.00015284
GTEX-145LT-1826-SM-5QGP4	DATA_EVENT.00015288
GTEX-145LT-1926-SM-5QGP5	DATA_EVENT.00015292
GTEX-145LU-0011-R10a-SM-5PNWJ	DATA_EVENT.00015296
GTEX-145LU-0011-R11b-SM-5P9JX	DATA_EVENT.00015300
GTEX-145LU-0011-R1a-SM-5Q5CE	DATA_EVENT.00015304
GTEX-145LU-0011-R3a-SM-5P9K2	DATA_EVENT.00015308
GTEX-145LU-0011-R6a-SM-5S2V6	DATA_EVENT.00015312
GTEX-145LU-0011-R8b-SM-5PNZG	DATA_EVENT.00015316
GTEX-145LU-0011-R9b-SM-5SI66	DATA_EVENT.00015320
GTEX-145LU-0126-SM-5TDCB	DATA_EVENT.00015324
GTEX-145LU-0426-SM-5O9AH	DATA_EVENT.00015328
GTEX-145LU-0526-SM-5O9AT	DATA_EVENT.00015332
GTEX-145LU-0726-SM-5QGP2	DATA_EVENT.00015336
GTEX-145LU-0826-SM-79OJJ	DATA_EVENT.00015340
GTEX-145LU-0926-SM-79OJL	DATA_EVENT.00015344
GTEX-145LU-1226-SM-5LU9B	DATA_EVENT.00015348
GTEX-145LU-1326-SM-5LU9N	DATA_EVENT.00015352
GTEX-145LU-1926-SM-79OJN	DATA_EVENT.00015356
GTEX-145LU-2026-SM-5Q5E8	DATA_EVENT.00015360
GTEX-145LU-2126-SM-5Q5E9	DATA_EVENT.00015364
GTEX-145LU-2626-SM-5LU9Z	DATA_EVENT.00015368
GTEX-145LU-2826-SM-5TDD1	DATA_EVENT.00015372
GTEX-145LV-0226-SM-5S2QG	DATA_EVENT.00015376
GTEX-145LV-0326-SM-5Q5BW	DATA_EVENT.00015380
GTEX-145LV-1026-SM-5O9AE	DATA_EVENT.00015384
GTEX-145LV-1226-SM-5S2QH	DATA_EVENT.00015388
GTEX-145LV-1326-SM-5S2QI	DATA_EVENT.00015392
GTEX-145LV-1426-SM-5Q5BV	DATA_EVENT.00015396
GTEX-145LV-2126-SM-5LU8N	DATA_EVENT.00015400
GTEX-145LV-2326-SM-5LU8Z	DATA_EVENT.00015404
GTEX-145LV-2526-SM-5S2VA	DATA_EVENT.00015408
GTEX-145ME-0126-SM-5S2QM	DATA_EVENT.00015412
GTEX-145ME-0226-SM-5S2QN	DATA_EVENT.00015416
GTEX-145ME-0326-SM-5S2QO	DATA_EVENT.00015420
GTEX-145ME-0426-SM-5S2QP	DATA_EVENT.00015424
GTEX-145ME-0526-SM-5QGQV	DATA_EVENT.00015428
GTEX-145ME-0626-SM-5O99Q	DATA_EVENT.00015432
GTEX-145ME-0726-SM-5O9A3	DATA_EVENT.00015436
GTEX-145ME-0826-SM-5O9AF	DATA_EVENT.00015440
GTEX-145ME-0926-SM-5O9AR	DATA_EVENT.00015444
GTEX-145ME-1026-SM-5O9B4	DATA_EVENT.00015448
GTEX-145ME-1126-SM-5SIAT	DATA_EVENT.00015452
GTEX-145ME-1226-SM-5SIB6	DATA_EVENT.00015456
GTEX-145ME-1326-SM-5O98Q	DATA_EVENT.00015460
GTEX-145ME-1426-SM-5RQJS	DATA_EVENT.00015464
GTEX-145ME-1526-SM-5Q5F2	DATA_EVENT.00015468
GTEX-145ME-1626-SM-5RQI3	DATA_EVENT.00015472
GTEX-145ME-1726-SM-5Q5EU	DATA_EVENT.00015476
GTEX-145ME-1826-SM-5SI9G	DATA_EVENT.00015480
GTEX-145ME-1926-SM-5SI9S	DATA_EVENT.00015484
GTEX-145ME-2026-SM-5SIA5	DATA_EVENT.00015488
GTEX-145ME-2126-SM-5SIAH	DATA_EVENT.00015492
GTEX-145ME-2226-SM-5S2VY	DATA_EVENT.00015496
GTEX-145ME-5001-SM-7IGOL	DATA_EVENT.00015500
GTEX-145ME-5007-SM-7DHN8	DATA_EVENT.00015504
GTEX-145ME-5010-SM-793AR	DATA_EVENT.00015508
GTEX-145ME-5016-SM-7938P	DATA_EVENT.00015512
GTEX-145MF-0004-SM-7DRP1	DATA_EVENT.00051712
GTEX-145MF-0426-SM-5LU9T	DATA_EVENT.00015516
GTEX-145MF-0526-SM-5LUA6	DATA_EVENT.00015520
GTEX-145MF-0626-SM-5LUAI	DATA_EVENT.00015524
GTEX-145MF-0726-SM-5Q5BT	DATA_EVENT.00015528
GTEX-145MF-0826-SM-5QGQA	DATA_EVENT.00015532
GTEX-145MF-0926-SM-5Q5EA	DATA_EVENT.00015536
GTEX-145MF-1026-SM-5Q5EQ	DATA_EVENT.00015540
GTEX-145MF-1426-SM-5O9B6	DATA_EVENT.00015544
GTEX-145MF-1526-SM-5LU95	DATA_EVENT.00015548
GTEX-145MF-1726-SM-5LU9H	DATA_EVENT.00015552
GTEX-145MF-2226-SM-7EPIR	DATA_EVENT.00015556
GTEX-145MF-2626-SM-5O98S	DATA_EVENT.00015560
GTEX-145MF-2726-SM-5O995	DATA_EVENT.00015564
GTEX-145MF-2826-SM-7EPGU	DATA_EVENT.00015568
GTEX-145MG-0002-SM-7DROJ	DATA_EVENT.00051716
GTEX-145MG-0011-R10a-SM-5PNWG	DATA_EVENT.00015572
GTEX-145MG-0011-R3b-SM-5SI67	DATA_EVENT.00015576
GTEX-145MG-0011-R5b-SM-5S2VU	DATA_EVENT.00015580
GTEX-145MG-0011-R7b-SM-5P9JY	DATA_EVENT.00015584
GTEX-145MG-0126-SM-5TDDA	DATA_EVENT.00015588
GTEX-145MG-0226-SM-5TDDB	DATA_EVENT.00015592
GTEX-145MG-0826-SM-5Q5C2	DATA_EVENT.00015596
GTEX-145MG-1526-SM-5Q5EM	DATA_EVENT.00015600
GTEX-145MG-3026-SM-5RQJA	DATA_EVENT.00015604
GTEX-145MG-3126-SM-5Q5D3	DATA_EVENT.00015608
GTEX-145MH-0001-SM-7DRP2	DATA_EVENT.00051720
GTEX-145MH-0011-R10b-SM-5PNUK	DATA_EVENT.00015612
GTEX-145MH-0011-R11a-SM-5P9HQ	DATA_EVENT.00015616
GTEX-145MH-0011-R1b-SM-5PNWY	DATA_EVENT.00015620
GTEX-145MH-0011-R3b-SM-5P9JQ	DATA_EVENT.00015624
GTEX-145MH-0011-R5a-SM-5P9JT	DATA_EVENT.00015628
GTEX-145MH-0011-R6a-SM-5PNZ7	DATA_EVENT.00015632
GTEX-145MH-0011-R7a-SM-5PNWH	DATA_EVENT.00015636
GTEX-145MH-0011-R8a-SM-5PNUL	DATA_EVENT.00015640
GTEX-145MH-0326-SM-5LU8H	DATA_EVENT.00015644
GTEX-145MH-0426-SM-5LU8T	DATA_EVENT.00015648
GTEX-145MH-0626-SM-5NQAK	DATA_EVENT.00015652
GTEX-145MH-1026-SM-5Q5CI	DATA_EVENT.00015656
GTEX-145MH-1226-SM-5RQJT	DATA_EVENT.00015660
GTEX-145MH-1426-SM-5QGPO	DATA_EVENT.00015664
GTEX-145MH-1526-SM-5LUAU	DATA_EVENT.00015668
GTEX-145MH-2326-SM-5O9AW	DATA_EVENT.00015672
GTEX-145MH-2726-SM-5QGQ6	DATA_EVENT.00015676
GTEX-145MH-2826-SM-5RQJF	DATA_EVENT.00015680
GTEX-145MH-2926-SM-5Q5D2	DATA_EVENT.00015684
GTEX-145MH-3026-SM-5Q5DZ	DATA_EVENT.00015688
GTEX-145MH-3126-SM-5S2QT	DATA_EVENT.00015692
GTEX-145MI-0001-SM-7DRO7	DATA_EVENT.00051724
GTEX-145MI-0011-R10a-SM-5PNZD	DATA_EVENT.00015696
GTEX-145MI-0011-R11a-SM-5P9JZ	DATA_EVENT.00015700
GTEX-145MI-0011-R3b-SM-5PNWK	DATA_EVENT.00015704
GTEX-145MI-0011-R4b-SM-5PNZH	DATA_EVENT.00015708
GTEX-145MI-0011-R5a-SM-5Q5B4	DATA_EVENT.00015712
GTEX-145MI-0011-R6a-SM-5PNZA	DATA_EVENT.00015716
GTEX-145MI-0011-R7b-SM-5Q5AZ	DATA_EVENT.00015720
GTEX-145MI-0011-R8b-SM-5PNZ9	DATA_EVENT.00015724
GTEX-145MI-0326-SM-5Q5EV	DATA_EVENT.00015728
GTEX-145MI-0426-SM-5O99V	DATA_EVENT.00015732
GTEX-145MI-0526-SM-5O9A8	DATA_EVENT.00015736
GTEX-145MI-0626-SM-5SI8S	DATA_EVENT.00015740
GTEX-145MI-0826-SM-5SI95	DATA_EVENT.00015744
GTEX-145MI-1126-SM-5O9AK	DATA_EVENT.00015748
GTEX-145MI-2626-SM-5QGQ8	DATA_EVENT.00015752
GTEX-145MI-3126-SM-5Q5CF	DATA_EVENT.00015756
GTEX-145MN-0001-SM-7DROT	DATA_EVENT.00051728
GTEX-145MN-0126-SM-5RQHY	DATA_EVENT.00015760
GTEX-145MN-0226-SM-5QGPY	DATA_EVENT.00015764
GTEX-145MN-0326-SM-5QGQI	DATA_EVENT.00015768
GTEX-145MN-0626-SM-5QGRH	DATA_EVENT.00015772
GTEX-145MN-0726-SM-5NQBH	DATA_EVENT.00015776
GTEX-145MN-0926-SM-5NQBT	DATA_EVENT.00015780
GTEX-145MN-1026-SM-5NQ9G	DATA_EVENT.00015784
GTEX-145MN-1126-SM-5RQJB	DATA_EVENT.00015788
GTEX-145MN-1326-SM-5NQ9S	DATA_EVENT.00015792
GTEX-145MN-1426-SM-5SI9H	DATA_EVENT.00015796
GTEX-145MN-1526-SM-5SI9T	DATA_EVENT.00015800
GTEX-145MN-1726-SM-5SIA6	DATA_EVENT.00015804
GTEX-145MN-1926-SM-5SIAI	DATA_EVENT.00015808
GTEX-145MN-2226-SM-5SIAU	DATA_EVENT.00015812
GTEX-145MN-2326-SM-5SIB7	DATA_EVENT.00015816
GTEX-145MN-2426-SM-5NQA5	DATA_EVENT.00015820
GTEX-145MN-2626-SM-5NQAH	DATA_EVENT.00015824
