BioSampleID	DataEventID
GTEX-15G19-2426-SM-7KUMR	DATA_EVENT.00021548
GTEX-15G19-2726-SM-6LPKG	DATA_EVENT.00021552
GTEX-15G19-2826-SM-6M48K	DATA_EVENT.00021556
GTEX-15G19-2926-SM-7KUFL	DATA_EVENT.00021560
GTEX-15G19-3026-SM-6LPJP	DATA_EVENT.00021564
GTEX-15G1A-0001-SM-7J38P	DATA_EVENT.00052052
GTEX-15G1A-0326-SM-6M467	DATA_EVENT.00021568
GTEX-15G1A-0426-SM-6M468	DATA_EVENT.00021572
GTEX-15G1A-0526-SM-7KUKM	DATA_EVENT.00021576
GTEX-15G1A-1226-SM-7KUF3	DATA_EVENT.00021580
GTEX-15G1A-1526-SM-7KUMM	DATA_EVENT.00021584
GTEX-15G1A-1626-SM-7KUKN	DATA_EVENT.00021588
GTEX-15G1A-1726-SM-6LPI4	DATA_EVENT.00021592
GTEX-15G1A-1826-SM-7KUKO	DATA_EVENT.00021596
GTEX-15G1A-2026-SM-7KUFG	DATA_EVENT.00021600
GTEX-15G1A-2326-SM-6PAMJ	DATA_EVENT.00021604
GTEX-15RIE-0004-SM-6UH2C	DATA_EVENT.00052056
GTEX-15RIE-0006-SM-7MKF8	DATA_EVENT.00021608
GTEX-15RIE-0126-SM-7KUF8	DATA_EVENT.00021612
GTEX-15RIE-0326-SM-6PAMC	DATA_EVENT.00021616
GTEX-15RIE-0426-SM-7KUMH	DATA_EVENT.00021620
GTEX-15RIE-0526-SM-7KUF9	DATA_EVENT.00021624
GTEX-15RIE-0626-SM-6M47G	DATA_EVENT.00021628
GTEX-15RIE-0826-SM-6M47X	DATA_EVENT.00021632
GTEX-15RIE-1026-SM-6LPJQ	DATA_EVENT.00021636
GTEX-15RIE-1326-SM-6PAMM	DATA_EVENT.00021640
GTEX-15RIE-1826-SM-6M48P	DATA_EVENT.00021644
GTEX-15RIE-1926-SM-7KUKJ	DATA_EVENT.00021648
GTEX-15RIE-2026-SM-7KFRW	DATA_EVENT.00021652
GTEX-15RIE-2326-SM-7KFSC	DATA_EVENT.00021656
GTEX-15RIE-2426-SM-7KUDS	DATA_EVENT.00021660
GTEX-15RIF-0004-SM-6UH2F	DATA_EVENT.00052060
GTEX-15RIF-0126-SM-7KUG3	DATA_EVENT.00021664
GTEX-15RIF-0526-SM-6LLI2	DATA_EVENT.00021668
GTEX-15RIF-0626-SM-6LLI3	DATA_EVENT.00021672
GTEX-15RIF-0826-SM-6M47C	DATA_EVENT.00021676
GTEX-15RIF-0926-SM-7KUKP	DATA_EVENT.00021680
GTEX-15RIF-1026-SM-7KUMZ	DATA_EVENT.00021684
GTEX-15RIF-1126-SM-7KUG2	DATA_EVENT.00021688
GTEX-15RIF-1326-SM-6LPKO	DATA_EVENT.00021692
GTEX-15RIF-1426-SM-7KUKQ	DATA_EVENT.00021696
GTEX-15RIF-1526-SM-6M46K	DATA_EVENT.00021700
GTEX-15RIF-1826-SM-6M469	DATA_EVENT.00021704
GTEX-15RIF-1926-SM-7KUDW	DATA_EVENT.00021708
GTEX-15RIF-2126-SM-7KUM8	DATA_EVENT.00021712
GTEX-15RIG-0003-SM-6UH2M	DATA_EVENT.00052064
GTEX-15RIG-0126-SM-6PAN4	DATA_EVENT.00021716
GTEX-15RIG-0226-SM-7KFTL	DATA_EVENT.00021720
GTEX-15RIG-0426-SM-7KUF4	DATA_EVENT.00021724
GTEX-15RIG-0526-SM-7KFTP	DATA_EVENT.00021728
GTEX-15RIG-0726-SM-7KUM7	DATA_EVENT.00021732
GTEX-15RJ7-0001-SM-6UH2H	DATA_EVENT.00052068
GTEX-15RJ7-0126-SM-6LPJN	DATA_EVENT.00021736
GTEX-15RJ7-0226-SM-7KUMN	DATA_EVENT.00021740
GTEX-15RJ7-0326-SM-6M47H	DATA_EVENT.00021744
GTEX-15RJ7-0526-SM-6PANP	DATA_EVENT.00021748
GTEX-15RJ7-0626-SM-6M47V	DATA_EVENT.00021752
GTEX-15RJ7-0826-SM-6LLI8	DATA_EVENT.00021756
GTEX-15RJ7-0926-SM-6LPJO	DATA_EVENT.00021760
GTEX-15RJ7-1726-SM-6PAL3	DATA_EVENT.00021764
GTEX-15RJ7-1826-SM-7KUMJ	DATA_EVENT.00021768
GTEX-15RJ7-2026-SM-6LPJ4	DATA_EVENT.00021772
GTEX-15RJ7-2126-SM-6PAMD	DATA_EVENT.00021776
GTEX-15RJ7-2426-SM-6M48L	DATA_EVENT.00021780
GTEX-15RJE-0003-SM-6UH2G	DATA_EVENT.00052072
GTEX-15RJE-0011-R2b-SM-79OMP	DATA_EVENT.00021784
GTEX-15RJE-0011-R6a-SM-7DHL8	DATA_EVENT.00021788
GTEX-15RJE-0011-R7a-SM-7DHL9	DATA_EVENT.00021792
GTEX-15RJE-0526-SM-6PAMN	DATA_EVENT.00021796
GTEX-15RJE-0626-SM-7KUKR	DATA_EVENT.00021800
GTEX-15RJE-0726-SM-7KUEG	DATA_EVENT.00021804
GTEX-15RJE-0926-SM-6LLHZ	DATA_EVENT.00021808
GTEX-15RJE-1026-SM-6M46X	DATA_EVENT.00021812
GTEX-15RJE-1126-SM-6LPI5	DATA_EVENT.00021816
GTEX-15RJE-1326-SM-6LPI6	DATA_EVENT.00021820
GTEX-15RJE-2226-SM-6M46A	DATA_EVENT.00021824
GTEX-15RJE-2326-SM-6LPIZ	DATA_EVENT.00021828
GTEX-15RJE-2426-SM-6PAM9	DATA_EVENT.00021832
GTEX-15RJE-2626-SM-7KFT1	DATA_EVENT.00021836
GTEX-15RJE-2726-SM-6LPJ1	DATA_EVENT.00021840
GTEX-15RJE-2826-SM-7KUM9	DATA_EVENT.00021844
GTEX-15RJE-3026-SM-7KUM1	DATA_EVENT.00021848
GTEX-15SB6-0002-SM-6UH1J	DATA_EVENT.00052076
GTEX-15SB6-0126-SM-6LPJR	DATA_EVENT.00021852
GTEX-15SB6-0226-SM-6LLIA	DATA_EVENT.00021856
GTEX-15SB6-0426-SM-6LPJ5	DATA_EVENT.00021860
GTEX-15SB6-0726-SM-6M48F	DATA_EVENT.00021864
GTEX-15SB6-0826-SM-7KUMK	DATA_EVENT.00021868
GTEX-15SB6-0926-SM-7KUFM	DATA_EVENT.00021872
GTEX-15SB6-1226-SM-7KUMP	DATA_EVENT.00021876
GTEX-15SB6-1426-SM-7KUEM	DATA_EVENT.00021880
GTEX-15SB6-1526-SM-7KUMQ	DATA_EVENT.00021884
GTEX-15SB6-1726-SM-6PAME	DATA_EVENT.00021888
GTEX-15SB6-1826-SM-6PALN	DATA_EVENT.00021892
GTEX-15SDE-0001-SM-6UH2N	DATA_EVENT.00052080
GTEX-15SDE-0126-SM-793BA	DATA_EVENT.00021896
GTEX-15SDE-0726-SM-6M48Q	DATA_EVENT.00021900
GTEX-15SDE-0826-SM-6M463	DATA_EVENT.00021904
GTEX-15SDE-0926-SM-6LPIA	DATA_EVENT.00021908
GTEX-15SDE-1726-SM-6LPJS	DATA_EVENT.00021912
GTEX-15SDE-1826-SM-7KUFN	DATA_EVENT.00021916
GTEX-15SDE-2226-SM-7IGLO	DATA_EVENT.00021920
GTEX-15SDE-2326-SM-6PAL4	DATA_EVENT.00021924
GTEX-15SDE-2426-SM-72D6L	DATA_EVENT.00021928
GTEX-15SDE-2426-SM-7KFRC	DATA_EVENT.00021932
GTEX-15SDE-2526-SM-6PAL5	DATA_EVENT.00021936
GTEX-15SHU-0001-SM-6UH2J	DATA_EVENT.00052084
GTEX-15SHU-0011-R3a-SM-7IGPS	DATA_EVENT.00021940
GTEX-15SHU-0011-R4b-SM-7IGLC	DATA_EVENT.00021944
GTEX-15SHU-0011-R5a-SM-7938Q	DATA_EVENT.00021948
GTEX-15SHU-0126-SM-7KUEH	DATA_EVENT.00021952
GTEX-15SHU-0626-SM-7KUFH	DATA_EVENT.00021956
GTEX-15SHU-0726-SM-7KUFI	DATA_EVENT.00021960
GTEX-15SHU-0926-SM-6PAMK	DATA_EVENT.00021964
GTEX-15SHU-1026-SM-6PAL7	DATA_EVENT.00021968
GTEX-15SHU-1126-SM-7KUMB	DATA_EVENT.00021972
GTEX-15SHU-1226-SM-718BY	DATA_EVENT.00021976
GTEX-15SHU-1226-SM-7KFSO	DATA_EVENT.00021980
GTEX-15SHU-1426-SM-6LPIN	DATA_EVENT.00021984
GTEX-15SHU-1526-SM-7KUF5	DATA_EVENT.00021988
GTEX-15SHU-1626-SM-6M46B	DATA_EVENT.00021992
GTEX-15SHU-1826-SM-7KUKS	DATA_EVENT.00021996
GTEX-15SHU-1926-SM-7KUMO	DATA_EVENT.00022000
GTEX-15SHU-2326-SM-7KUMC	DATA_EVENT.00022004
GTEX-15SHU-2526-SM-6M47D	DATA_EVENT.00022008
GTEX-15SHU-2926-SM-7KUKT	DATA_EVENT.00022012
GTEX-15SHU-3026-SM-6LPIB	DATA_EVENT.00022016
GTEX-15SHU-3126-SM-6M46H	DATA_EVENT.00022020
GTEX-15SHV-0002-SM-6UH2K	DATA_EVENT.00052088
GTEX-15SHV-0126-SM-6LPIS	DATA_EVENT.00022024
GTEX-15SHV-0326-SM-6M475	DATA_EVENT.00022028
GTEX-15SHV-0426-SM-6M476	DATA_EVENT.00022032
GTEX-15SHV-0526-SM-7KUEN	DATA_EVENT.00022036
GTEX-15SHV-0726-SM-6PAMO	DATA_EVENT.00022040
GTEX-15SHV-0826-SM-7KUFA	DATA_EVENT.00022044
GTEX-15SHV-0926-SM-6M46I	DATA_EVENT.00022048
GTEX-15SHV-1126-SM-6PALO	DATA_EVENT.00022052
GTEX-15SHV-1526-SM-6LLIB	DATA_EVENT.00022056
GTEX-15SHV-1926-SM-6LPI1	DATA_EVENT.00022060
GTEX-15SHV-2226-SM-6M464	DATA_EVENT.00022064
GTEX-15SHV-2426-SM-6PAMF	DATA_EVENT.00022068
GTEX-15SHV-2526-SM-6PAMG	DATA_EVENT.00022072
GTEX-15SHW-0004-SM-6UH2L	DATA_EVENT.00052092
GTEX-15SHW-0226-SM-7LTAT	DATA_EVENT.00022076
GTEX-15SHW-0326-SM-6PAML	DATA_EVENT.00022080
GTEX-15SHW-0626-SM-6PALH	DATA_EVENT.00022084
GTEX-15SHW-0726-SM-7KUEI	DATA_EVENT.00022088
GTEX-15SHW-0926-SM-6LPIO	DATA_EVENT.00022092
GTEX-15SHW-1226-SM-6M46C	DATA_EVENT.00022096
GTEX-15SHW-1326-SM-6PAL8	DATA_EVENT.00022100
GTEX-15SHW-1726-SM-6LPJ2	DATA_EVENT.00022104
GTEX-15SHW-1926-SM-7KUKU	DATA_EVENT.00022108
GTEX-15SHW-2126-SM-6M46Y	DATA_EVENT.00022112
GTEX-15SKB-0002-SM-6UH2I	DATA_EVENT.00052096
GTEX-15SKB-0326-SM-6M477	DATA_EVENT.00022116
GTEX-15SKB-0426-SM-6PALQ	DATA_EVENT.00022120
GTEX-15SKB-0526-SM-6PAMP	DATA_EVENT.00022124
GTEX-15SKB-0826-SM-7KUFB	DATA_EVENT.00022128
GTEX-15SKB-0926-SM-7KUFC	DATA_EVENT.00022132
GTEX-15SKB-1626-SM-6PAL6	DATA_EVENT.00022136
GTEX-15SKB-2526-SM-6PALP	DATA_EVENT.00022140
GTEX-15SKB-2826-SM-6PAMH	DATA_EVENT.00022144
GTEX-15SZO-0004-SM-6UH2X	DATA_EVENT.00052100
GTEX-15SZO-1226-SM-6LPIP	DATA_EVENT.00022148
GTEX-15TU5-0004-SM-6UH2D	DATA_EVENT.00052104
GTEX-15TU5-0011-R10b-SM-793BL	DATA_EVENT.00022152
GTEX-15TU5-0011-R1a-SM-7938S	DATA_EVENT.00022156
GTEX-15TU5-0011-R8b-SM-793BM	DATA_EVENT.00022160
GTEX-15TU5-0126-SM-7KUM2	DATA_EVENT.00022164
GTEX-15TU5-0226-SM-6PALR	DATA_EVENT.00022168
GTEX-15TU5-0326-SM-6PALS	DATA_EVENT.00022172
GTEX-15TU5-0426-SM-6PALT	DATA_EVENT.00022176
GTEX-15TU5-0626-SM-7KUFJ	DATA_EVENT.00022180
GTEX-15TU5-1126-SM-6M47J	DATA_EVENT.00022184
GTEX-15TU5-1226-SM-6PAMI	DATA_EVENT.00022188
GTEX-15TU5-1426-SM-7KUN6	DATA_EVENT.00022192
GTEX-15TU5-2226-SM-6LPI2	DATA_EVENT.00022196
GTEX-15TU5-2326-SM-7KUDT	DATA_EVENT.00022200
GTEX-15TU5-2426-SM-7KUDU	DATA_EVENT.00022204
GTEX-15TU5-2626-SM-7KUKK	DATA_EVENT.00022208
GTEX-15TU5-2726-SM-6M47I	DATA_EVENT.00022212
GTEX-15TU5-2926-SM-7KUML	DATA_EVENT.00022216
GTEX-15UF6-0001-SM-6UH2E	DATA_EVENT.00052108
GTEX-15UF6-0126-SM-6PAMB	DATA_EVENT.00022220
GTEX-15UF6-0226-SM-7KUF6	DATA_EVENT.00022224
GTEX-15UF6-0726-SM-6PALI	DATA_EVENT.00022228
GTEX-15UF6-0826-SM-6PALJ	DATA_EVENT.00022232
GTEX-15UF6-1026-SM-7KUF7	DATA_EVENT.00022236
GTEX-15UF6-1126-SM-6LPJ3	DATA_EVENT.00022240
GTEX-15UF6-1826-SM-6LLI9	DATA_EVENT.00022244
GTEX-15UF6-1926-SM-7KUDV	DATA_EVENT.00022248
GTEX-15UF6-2026-SM-6LPI3	DATA_EVENT.00022252
GTEX-15UF6-2126-SM-6M46Z	DATA_EVENT.00022256
GTEX-15UF6-2226-SM-6M471	DATA_EVENT.00022260
GTEX-15UF6-2326-SM-6M465	DATA_EVENT.00022264
GTEX-15UF6-2426-SM-7KUME	DATA_EVENT.00022268
GTEX-15UF6-2626-SM-6M466	DATA_EVENT.00022272
GTEX-15UF6-2726-SM-7KULY	DATA_EVENT.00022276
GTEX-15UF6-3026-SM-7KUKL	DATA_EVENT.00022280
GTEX-15UF6-3126-SM-6M46J	DATA_EVENT.00022284
GTEX-15UF7-0003-SM-6UH2Y	DATA_EVENT.00052112
GTEX-15UF7-0726-SM-6M46D	DATA_EVENT.00022288
GTEX-15UF7-0826-SM-6M46E	DATA_EVENT.00022292
GTEX-15UF7-0926-SM-6M46F	DATA_EVENT.00022296
GTEX-15UF7-1226-SM-6M46G	DATA_EVENT.00022300
GTEX-15UF7-1326-SM-7KUKV	DATA_EVENT.00022304
GTEX-15UF7-1526-SM-6LPI7	DATA_EVENT.00022308
GTEX-15UF7-1926-SM-6LPJT	DATA_EVENT.00022312
GTEX-15UF7-2226-SM-6PAMQ	DATA_EVENT.00022316
GTEX-15UF7-2326-SM-7KUFO	DATA_EVENT.00022320
GTEX-15UKP-0003-SM-6UH1I	DATA_EVENT.00052116
GTEX-15UKP-0226-SM-7KFTD	DATA_EVENT.00022324
GTEX-15UKP-0326-SM-7KUFP	DATA_EVENT.00022328
GTEX-15UKP-0426-SM-7KUFQ	DATA_EVENT.00022332
GTEX-15UKP-0526-SM-7KFRO	DATA_EVENT.00022336
GTEX-15UKP-1326-SM-6LPI8	DATA_EVENT.00022340
GTEX-15UKP-1426-SM-7KUDX	DATA_EVENT.00022344
GTEX-15UKP-1526-SM-6PAL9	DATA_EVENT.00022348
GTEX-15UKP-1926-SM-6LPI9	DATA_EVENT.00022352
GTEX-15UKP-2026-SM-6LPIC	DATA_EVENT.00022356
GTEX-169BO-0003-SM-6UH2W	DATA_EVENT.00052120
GTEX-169BO-0126-SM-79OLS	DATA_EVENT.00022360
GTEX-169BO-0226-SM-79OL1	DATA_EVENT.00022364
GTEX-169BO-0326-SM-7EPIM	DATA_EVENT.00022368
GTEX-169BO-0426-SM-7EPI1	DATA_EVENT.00022372
GTEX-169BO-0526-SM-793AK	DATA_EVENT.00022376
GTEX-16A39-0004-SM-6UH2P	DATA_EVENT.00052124
GTEX-16A39-0726-SM-7KUEB	DATA_EVENT.00022380
GTEX-16A39-1026-SM-6LPJU	DATA_EVENT.00022384
GTEX-16A39-1226-SM-7KUEQ	DATA_EVENT.00022388
GTEX-16A39-1426-SM-6LLI6	DATA_EVENT.00022392
GTEX-16AAH-0003-SM-6UH2V	DATA_EVENT.00052128
GTEX-16AAH-0226-SM-793A8	DATA_EVENT.00022396
GTEX-16AAH-0326-SM-7DHML	DATA_EVENT.00022400
GTEX-16AAH-0426-SM-7DUFM	DATA_EVENT.00022404
GTEX-16AAH-0626-SM-793C9	DATA_EVENT.00022408
GTEX-16AAH-0726-SM-793A9	DATA_EVENT.00022412
GTEX-16AAH-0826-SM-7LT9V	DATA_EVENT.00022416
GTEX-16AAH-0926-SM-7939B	DATA_EVENT.00022420
GTEX-16AAH-1226-SM-79OO9	DATA_EVENT.00022424
GTEX-16AAH-1326-SM-7KFRG	DATA_EVENT.00022428
GTEX-16AAH-1426-SM-7KFTR	DATA_EVENT.00022432
GTEX-16AAH-1526-SM-7LT9W	DATA_EVENT.00022436
GTEX-16AAH-1626-SM-7EWE2	DATA_EVENT.00022440
GTEX-16AAH-1726-SM-7939C	DATA_EVENT.00022444
GTEX-16AAH-1826-SM-7939D	DATA_EVENT.00022448
GTEX-16AAH-1926-SM-7LG4C	DATA_EVENT.00022452
GTEX-16AAH-2026-SM-7LG5F	DATA_EVENT.00022456
GTEX-16AAH-2126-SM-7LG4D	DATA_EVENT.00022460
GTEX-16BQI-0003-SM-6UH2O	DATA_EVENT.00052132
GTEX-16BQI-0226-SM-7KUEX	DATA_EVENT.00022464
GTEX-16BQI-0326-SM-6PAM4	DATA_EVENT.00022468
GTEX-16BQI-0526-SM-6PAM8	DATA_EVENT.00022472
GTEX-16BQI-0626-SM-6PAMS	DATA_EVENT.00022476
GTEX-16BQI-0726-SM-6LPJZ	DATA_EVENT.00022480
GTEX-16BQI-0926-SM-6M485	DATA_EVENT.00022484
GTEX-16BQI-1026-SM-7KUEA	DATA_EVENT.00022488
GTEX-16BQI-1126-SM-7KULF	DATA_EVENT.00022492
GTEX-16BQI-1326-SM-6M486	DATA_EVENT.00022496
GTEX-16BQI-1526-SM-6LLIE	DATA_EVENT.00022500
GTEX-16BQI-1626-SM-7KULR	DATA_EVENT.00022504
GTEX-16BQI-2026-SM-7KULQ	DATA_EVENT.00022508
GTEX-16GPK-0003-SM-6UH2S	DATA_EVENT.00052136
GTEX-16GPK-0011-R10b-SM-7MKFG	DATA_EVENT.00022512
GTEX-16GPK-0011-R11b-SM-7MKFF	DATA_EVENT.00022516
GTEX-16GPK-0011-R1b-SM-7EWDH	DATA_EVENT.00022520
GTEX-16GPK-0011-R8a-SM-79OMQ	DATA_EVENT.00022524
GTEX-16GPK-0126-SM-7DHLE	DATA_EVENT.00022528
GTEX-16GPK-0226-SM-7DUFI	DATA_EVENT.00022532
GTEX-16GPK-0326-SM-793BT	DATA_EVENT.00022536
GTEX-16GPK-0426-SM-6PAMW	DATA_EVENT.00022540
GTEX-16GPK-0526-SM-7KUER	DATA_EVENT.00022544
GTEX-16GPK-0626-SM-7KFSF	DATA_EVENT.00022548
GTEX-16GPK-0926-SM-6LPJ9	DATA_EVENT.00022552
GTEX-16GPK-1226-SM-7KUE6	DATA_EVENT.00022556
GTEX-16GPK-1226-SM-7LTAU	DATA_EVENT.00022560
GTEX-16GPK-1326-SM-7KUE4	DATA_EVENT.00022564
GTEX-16GPK-1426-SM-6M47Y	DATA_EVENT.00022568
GTEX-16GPK-2826-SM-6LPJ6	DATA_EVENT.00022572
GTEX-16GPK-3026-SM-79ON9	DATA_EVENT.00022576
GTEX-16GPK-3126-SM-79OOB	DATA_EVENT.00022580
GTEX-16MT8-0002-SM-6UH2U	DATA_EVENT.00052140
GTEX-16MT8-0126-SM-7DHLD	DATA_EVENT.00022584
GTEX-16MT8-0326-SM-6PAM5	DATA_EVENT.00022588
GTEX-16MT8-0426-SM-7KUEY	DATA_EVENT.00022592
GTEX-16MT8-0526-SM-6PAM6	DATA_EVENT.00022596
GTEX-16MT8-0626-SM-6M47Q	DATA_EVENT.00022600
GTEX-16MT8-0826-SM-7KULO	DATA_EVENT.00022604
GTEX-16MT8-0926-SM-6M487	DATA_EVENT.00022608
GTEX-16MT8-1026-SM-6LPK1	DATA_EVENT.00022612
GTEX-16MT8-1226-SM-6M488	DATA_EVENT.00022616
GTEX-16MT8-1326-SM-6M47R	DATA_EVENT.00022620
GTEX-16MT8-1626-SM-7EWDW	DATA_EVENT.00022624
GTEX-16MT8-1726-SM-7EWE7	DATA_EVENT.00022628
GTEX-16MT8-1826-SM-7EWE8	DATA_EVENT.00022632
GTEX-16MT8-1926-SM-7EPGL	DATA_EVENT.00022636
GTEX-16MT8-2226-SM-6LPK2	DATA_EVENT.00022640
GTEX-16MT8-2726-SM-7IGLJ	DATA_EVENT.00022644
GTEX-16MT8-2926-SM-7DUFO	DATA_EVENT.00022648
GTEX-16MT9-0004-SM-6UH2T	DATA_EVENT.00052144
GTEX-16MT9-0126-SM-7EPI8	DATA_EVENT.00022652
GTEX-16MT9-0226-SM-793BN	DATA_EVENT.00022656
GTEX-16MT9-1726-SM-6M47P	DATA_EVENT.00022660
GTEX-16MTA-0003-SM-6UH2R	DATA_EVENT.00052148
GTEX-16MTA-0726-SM-7KUL4	DATA_EVENT.00022664
GTEX-16MTA-0826-SM-6LLIC	DATA_EVENT.00022668
GTEX-16MTA-0926-SM-6M47Z	DATA_EVENT.00022672
GTEX-16MTA-1126-SM-6LPJA	DATA_EVENT.00022676
GTEX-16MTA-1226-SM-7KULL	DATA_EVENT.00022680
GTEX-16MTA-1326-SM-6PALX	DATA_EVENT.00022684
GTEX-16MTA-1426-SM-6PALY	DATA_EVENT.00022688
GTEX-16MTA-1526-SM-6LPJB	DATA_EVENT.00022692
GTEX-16MTA-1626-SM-6M47N	DATA_EVENT.00022696
GTEX-16MTA-1926-SM-7KUG1	DATA_EVENT.00022700
GTEX-16MTA-2026-SM-7KUL3	DATA_EVENT.00022704
GTEX-16MTA-2126-SM-6PALC	DATA_EVENT.00022708
GTEX-16NFA-0003-SM-6UH2Q	DATA_EVENT.00052152
GTEX-16NFA-0526-SM-7KULM	DATA_EVENT.00022712
GTEX-16NFA-0726-SM-6LPJC	DATA_EVENT.00022716
GTEX-16NFA-0826-SM-6LPJD	DATA_EVENT.00022720
GTEX-16NFA-1026-SM-6M47O	DATA_EVENT.00022724
GTEX-16NFA-1126-SM-7KUE7	DATA_EVENT.00022728
GTEX-16NFA-1226-SM-6M481	DATA_EVENT.00022732
GTEX-16NFA-1326-SM-6M47K	DATA_EVENT.00022736
GTEX-16NFA-1526-SM-7KULS	DATA_EVENT.00022740
GTEX-16NFA-1626-SM-7KUES	DATA_EVENT.00022744
GTEX-16NFA-2326-SM-7KUE5	DATA_EVENT.00022748
GTEX-16NFA-2426-SM-7KUL5	DATA_EVENT.00022752
GTEX-16NFA-2526-SM-7KUFT	DATA_EVENT.00022756
GTEX-16NGA-0004-SM-6UH29	DATA_EVENT.00052156
GTEX-16NGA-0126-SM-72D6U	DATA_EVENT.00022760
GTEX-16NGA-0226-SM-718AI	DATA_EVENT.00022764
GTEX-16NGA-0326-SM-718AJ	DATA_EVENT.00022768
GTEX-16NGA-0426-SM-7LG6K	DATA_EVENT.00022772
GTEX-16NGA-0526-SM-731AJ	DATA_EVENT.00022776
GTEX-16NGA-0626-SM-72D72	DATA_EVENT.00022780
GTEX-16NGA-0726-SM-731AO	DATA_EVENT.00022784
GTEX-16NGA-0826-SM-718AF	DATA_EVENT.00022788
GTEX-16NGA-0926-SM-718AG	DATA_EVENT.00022792
GTEX-16NGA-1026-SM-7KFS3	DATA_EVENT.00022796
GTEX-16NGA-1126-SM-7KFSY	DATA_EVENT.00022800
GTEX-16NGA-1226-SM-7KFSD	DATA_EVENT.00022804
GTEX-16NGA-1326-SM-718AH	DATA_EVENT.00022808
GTEX-16NGA-1426-SM-718AC	DATA_EVENT.00022812
GTEX-16NGA-1526-SM-72D56	DATA_EVENT.00022816
GTEX-16NGA-1626-SM-72D6M	DATA_EVENT.00022820
GTEX-16NGA-1726-SM-731B4	DATA_EVENT.00022824
GTEX-16NGA-1826-SM-7LG5L	DATA_EVENT.00022828
GTEX-16NGA-1926-SM-7LTA6	DATA_EVENT.00022832
GTEX-16NGA-2026-SM-7LG4Q	DATA_EVENT.00022836
GTEX-16NPV-0003-SM-6UH1Q	DATA_EVENT.00052160
GTEX-16NPV-0011-R10a-SM-79OKA	DATA_EVENT.00022840
GTEX-16NPV-0011-R5a-SM-7EPGK	DATA_EVENT.00022844
GTEX-16NPV-0011-R8a-SM-7EPH8	DATA_EVENT.00022848
GTEX-16NPV-0011-R9b-SM-79ONF	DATA_EVENT.00022852
GTEX-16NPV-0526-SM-79OKI	DATA_EVENT.00022856
GTEX-16NPV-0626-SM-7IGOR	DATA_EVENT.00022860
GTEX-16NPV-1526-SM-7KUL6	DATA_EVENT.00022864
GTEX-16NPV-2426-SM-6M482	DATA_EVENT.00022868
GTEX-16NPV-2526-SM-6M483	DATA_EVENT.00022872
GTEX-16NPV-2626-SM-6M484	DATA_EVENT.00022876
GTEX-16NPX-0002-SM-6UH1Y	DATA_EVENT.00052164
GTEX-16NPX-0005-SM-7MKGG	DATA_EVENT.00022880
GTEX-16NPX-0226-SM-79OMT	DATA_EVENT.00022884
GTEX-16NPX-0326-SM-7EWDI	DATA_EVENT.00022888
GTEX-16NPX-0426-SM-7EWDJ	DATA_EVENT.00022892
GTEX-16NPX-0626-SM-7KULB	DATA_EVENT.00022896
GTEX-16NPX-0726-SM-7KULC	DATA_EVENT.00022900
GTEX-16NPX-0826-SM-6M489	DATA_EVENT.00022904
GTEX-16NPX-0926-SM-7KUEZ	DATA_EVENT.00022908
GTEX-16NPX-1026-SM-6PAM7	DATA_EVENT.00022912
GTEX-16NPX-1426-SM-6LPK3	DATA_EVENT.00022916
GTEX-16NPX-1626-SM-6LLI5	DATA_EVENT.00022920
GTEX-16NPX-1726-SM-7KULP	DATA_EVENT.00022924
GTEX-16XZY-0002-SM-6UH26	DATA_EVENT.00052168
GTEX-16XZY-0126-SM-7IGQ9	DATA_EVENT.00022928
GTEX-16XZY-0426-SM-793BI	DATA_EVENT.00022932
GTEX-16XZY-0526-SM-7DHKY	DATA_EVENT.00022936
GTEX-16XZY-0726-SM-79OMU	DATA_EVENT.00022940
GTEX-16XZY-0926-SM-7938M	DATA_EVENT.00022944
GTEX-16XZY-2126-SM-79OK1	DATA_EVENT.00022948
GTEX-16XZY-2226-SM-7938N	DATA_EVENT.00022952
GTEX-16XZY-2326-SM-7EWDD	DATA_EVENT.00022956
GTEX-16XZY-2426-SM-7EPGQ	DATA_EVENT.00022960
GTEX-16XZY-2526-SM-7DHL2	DATA_EVENT.00022964
GTEX-16XZZ-0001-SM-6UH1U	DATA_EVENT.00052172
GTEX-16XZZ-0006-SM-7MKF5	DATA_EVENT.00022968
GTEX-16XZZ-0011-R10b-SM-7LT91	DATA_EVENT.00022972
GTEX-16XZZ-0011-R11a-SM-7EPI3	DATA_EVENT.00022976
GTEX-16XZZ-0011-R1a-SM-7LTAH	DATA_EVENT.00022980
GTEX-16XZZ-0011-R2a-SM-7IGPG	DATA_EVENT.00022984
GTEX-16XZZ-0011-R3a-SM-7IGLH	DATA_EVENT.00022988
GTEX-16XZZ-0011-R6a-SM-7IGNE	DATA_EVENT.00022992
GTEX-16XZZ-0011-R8b-SM-7LT8S	DATA_EVENT.00022996
GTEX-16XZZ-0011-R9b-SM-7DHKX	DATA_EVENT.00023000
GTEX-16XZZ-0126-SM-793DV	DATA_EVENT.00023004
GTEX-16XZZ-0326-SM-7EWD6	DATA_EVENT.00023008
GTEX-16XZZ-0426-SM-793BW	DATA_EVENT.00023012
GTEX-16XZZ-0526-SM-7KUF1	DATA_EVENT.00023016
GTEX-16XZZ-0626-SM-6M47T	DATA_EVENT.00023020
