FileID	DatasetID
FILE_ID.00008715	DATASET.00000003
FILE_ID.00008718	DATASET.00000001
FILE_ID.00008719	DATASET.00000003
FILE_ID.00008722	DATASET.00000001
FILE_ID.00008723	DATASET.00000003
FILE_ID.00008726	DATASET.00000001
FILE_ID.00008727	DATASET.00000003
FILE_ID.00008730	DATASET.00000001
FILE_ID.00008731	DATASET.00000003
FILE_ID.00008734	DATASET.00000001
FILE_ID.00008735	DATASET.00000003
FILE_ID.00008738	DATASET.00000001
FILE_ID.00008739	DATASET.00000003
FILE_ID.00008742	DATASET.00000001
FILE_ID.00008743	DATASET.00000003
FILE_ID.00008746	DATASET.00000001
FILE_ID.00008747	DATASET.00000003
FILE_ID.00008750	DATASET.00000001
FILE_ID.00008751	DATASET.00000003
FILE_ID.00008754	DATASET.00000001
FILE_ID.00008755	DATASET.00000003
FILE_ID.00008758	DATASET.00000001
FILE_ID.00008759	DATASET.00000003
FILE_ID.00008762	DATASET.00000001
FILE_ID.00008763	DATASET.00000003
FILE_ID.00008766	DATASET.00000001
FILE_ID.00008767	DATASET.00000003
FILE_ID.00008770	DATASET.00000001
FILE_ID.00008771	DATASET.00000003
FILE_ID.00008774	DATASET.00000001
FILE_ID.00008775	DATASET.00000003
FILE_ID.00008778	DATASET.00000001
FILE_ID.00008779	DATASET.00000003
FILE_ID.00008782	DATASET.00000001
FILE_ID.00008783	DATASET.00000003
FILE_ID.00008786	DATASET.00000001
FILE_ID.00008787	DATASET.00000003
FILE_ID.00008790	DATASET.00000001
FILE_ID.00008791	DATASET.00000003
FILE_ID.00008794	DATASET.00000001
FILE_ID.00008795	DATASET.00000003
FILE_ID.00008798	DATASET.00000001
FILE_ID.00008799	DATASET.00000003
FILE_ID.00008802	DATASET.00000001
FILE_ID.00008803	DATASET.00000003
FILE_ID.00008806	DATASET.00000001
FILE_ID.00008807	DATASET.00000003
FILE_ID.00008810	DATASET.00000001
FILE_ID.00008811	DATASET.00000003
FILE_ID.00008814	DATASET.00000001
FILE_ID.00008815	DATASET.00000003
FILE_ID.00008818	DATASET.00000001
FILE_ID.00008819	DATASET.00000003
FILE_ID.00008822	DATASET.00000001
FILE_ID.00008823	DATASET.00000003
FILE_ID.00008826	DATASET.00000001
FILE_ID.00008827	DATASET.00000003
FILE_ID.00008830	DATASET.00000001
FILE_ID.00008831	DATASET.00000003
FILE_ID.00008834	DATASET.00000001
FILE_ID.00008835	DATASET.00000003
FILE_ID.00008838	DATASET.00000001
FILE_ID.00008839	DATASET.00000003
FILE_ID.00008842	DATASET.00000001
FILE_ID.00008843	DATASET.00000003
FILE_ID.00008846	DATASET.00000001
FILE_ID.00008847	DATASET.00000003
FILE_ID.00008850	DATASET.00000001
FILE_ID.00008851	DATASET.00000003
FILE_ID.00008854	DATASET.00000001
FILE_ID.00008855	DATASET.00000003
FILE_ID.00008858	DATASET.00000001
FILE_ID.00008859	DATASET.00000003
FILE_ID.00008862	DATASET.00000001
FILE_ID.00008863	DATASET.00000003
FILE_ID.00008866	DATASET.00000001
FILE_ID.00008867	DATASET.00000003
FILE_ID.00008870	DATASET.00000001
FILE_ID.00008871	DATASET.00000003
FILE_ID.00008874	DATASET.00000001
FILE_ID.00008875	DATASET.00000003
FILE_ID.00008878	DATASET.00000001
FILE_ID.00008879	DATASET.00000003
FILE_ID.00008882	DATASET.00000001
FILE_ID.00008883	DATASET.00000003
FILE_ID.00008886	DATASET.00000001
FILE_ID.00008887	DATASET.00000003
FILE_ID.00008890	DATASET.00000001
FILE_ID.00008891	DATASET.00000003
FILE_ID.00008894	DATASET.00000001
FILE_ID.00008895	DATASET.00000003
FILE_ID.00008898	DATASET.00000001
FILE_ID.00008899	DATASET.00000003
FILE_ID.00008902	DATASET.00000001
FILE_ID.00008903	DATASET.00000003
FILE_ID.00008906	DATASET.00000001
FILE_ID.00008907	DATASET.00000003
FILE_ID.00008910	DATASET.00000001
FILE_ID.00008911	DATASET.00000003
FILE_ID.00008914	DATASET.00000001
FILE_ID.00008915	DATASET.00000003
FILE_ID.00008918	DATASET.00000001
FILE_ID.00008919	DATASET.00000003
FILE_ID.00008922	DATASET.00000001
FILE_ID.00008923	DATASET.00000003
FILE_ID.00008926	DATASET.00000001
FILE_ID.00008927	DATASET.00000003
FILE_ID.00008930	DATASET.00000001
FILE_ID.00008931	DATASET.00000003
FILE_ID.00008934	DATASET.00000001
FILE_ID.00008935	DATASET.00000003
FILE_ID.00008938	DATASET.00000001
FILE_ID.00008939	DATASET.00000003
FILE_ID.00008942	DATASET.00000001
FILE_ID.00008943	DATASET.00000003
FILE_ID.00008946	DATASET.00000001
FILE_ID.00008947	DATASET.00000003
FILE_ID.00008950	DATASET.00000001
FILE_ID.00008951	DATASET.00000003
FILE_ID.00008954	DATASET.00000001
FILE_ID.00008955	DATASET.00000003
FILE_ID.00008958	DATASET.00000001
FILE_ID.00008959	DATASET.00000003
FILE_ID.00008962	DATASET.00000001
FILE_ID.00008963	DATASET.00000003
FILE_ID.00008966	DATASET.00000001
FILE_ID.00008967	DATASET.00000003
FILE_ID.00008970	DATASET.00000001
FILE_ID.00008971	DATASET.00000003
FILE_ID.00008974	DATASET.00000001
FILE_ID.00008975	DATASET.00000003
FILE_ID.00008978	DATASET.00000001
FILE_ID.00008979	DATASET.00000003
FILE_ID.00008982	DATASET.00000001
FILE_ID.00008983	DATASET.00000003
FILE_ID.00008986	DATASET.00000001
FILE_ID.00008987	DATASET.00000003
FILE_ID.00008990	DATASET.00000001
FILE_ID.00008991	DATASET.00000003
FILE_ID.00008994	DATASET.00000001
FILE_ID.00008995	DATASET.00000003
FILE_ID.00008998	DATASET.00000001
FILE_ID.00008999	DATASET.00000003
FILE_ID.00009002	DATASET.00000001
FILE_ID.00009003	DATASET.00000003
FILE_ID.00009006	DATASET.00000001
FILE_ID.00009007	DATASET.00000003
FILE_ID.00009010	DATASET.00000001
FILE_ID.00009011	DATASET.00000003
FILE_ID.00009014	DATASET.00000001
FILE_ID.00009015	DATASET.00000003
FILE_ID.00009018	DATASET.00000001
FILE_ID.00009019	DATASET.00000003
FILE_ID.00009022	DATASET.00000001
FILE_ID.00009023	DATASET.00000003
FILE_ID.00009026	DATASET.00000001
FILE_ID.00009027	DATASET.00000003
FILE_ID.00009030	DATASET.00000001
FILE_ID.00009031	DATASET.00000003
FILE_ID.00009034	DATASET.00000001
FILE_ID.00009035	DATASET.00000003
FILE_ID.00009038	DATASET.00000001
FILE_ID.00009039	DATASET.00000003
FILE_ID.00009042	DATASET.00000001
FILE_ID.00009043	DATASET.00000003
FILE_ID.00009046	DATASET.00000001
FILE_ID.00009047	DATASET.00000003
FILE_ID.00009050	DATASET.00000001
FILE_ID.00009051	DATASET.00000003
FILE_ID.00009054	DATASET.00000001
FILE_ID.00009055	DATASET.00000003
FILE_ID.00009058	DATASET.00000001
FILE_ID.00009059	DATASET.00000003
FILE_ID.00009062	DATASET.00000001
FILE_ID.00009063	DATASET.00000003
FILE_ID.00009066	DATASET.00000001
FILE_ID.00009067	DATASET.00000003
FILE_ID.00009070	DATASET.00000001
FILE_ID.00009071	DATASET.00000003
FILE_ID.00009074	DATASET.00000001
FILE_ID.00009075	DATASET.00000003
FILE_ID.00009078	DATASET.00000001
FILE_ID.00009079	DATASET.00000003
FILE_ID.00009082	DATASET.00000001
FILE_ID.00009083	DATASET.00000003
FILE_ID.00009086	DATASET.00000001
FILE_ID.00009087	DATASET.00000003
FILE_ID.00009090	DATASET.00000001
FILE_ID.00009091	DATASET.00000003
FILE_ID.00009094	DATASET.00000001
FILE_ID.00009095	DATASET.00000003
FILE_ID.00009098	DATASET.00000001
FILE_ID.00009099	DATASET.00000003
FILE_ID.00009102	DATASET.00000001
FILE_ID.00009103	DATASET.00000003
FILE_ID.00009106	DATASET.00000001
FILE_ID.00009107	DATASET.00000003
FILE_ID.00009110	DATASET.00000001
FILE_ID.00009111	DATASET.00000003
FILE_ID.00009114	DATASET.00000001
FILE_ID.00009115	DATASET.00000003
FILE_ID.00009118	DATASET.00000001
FILE_ID.00009119	DATASET.00000003
FILE_ID.00009122	DATASET.00000001
FILE_ID.00009123	DATASET.00000003
FILE_ID.00009126	DATASET.00000001
FILE_ID.00009127	DATASET.00000003
FILE_ID.00009130	DATASET.00000001
FILE_ID.00009131	DATASET.00000003
FILE_ID.00009134	DATASET.00000001
FILE_ID.00009135	DATASET.00000003
FILE_ID.00009138	DATASET.00000001
FILE_ID.00009139	DATASET.00000003
FILE_ID.00009142	DATASET.00000001
FILE_ID.00009143	DATASET.00000003
FILE_ID.00009146	DATASET.00000001
FILE_ID.00009147	DATASET.00000003
FILE_ID.00009150	DATASET.00000001
FILE_ID.00009151	DATASET.00000003
FILE_ID.00009154	DATASET.00000001
FILE_ID.00009155	DATASET.00000003
FILE_ID.00009158	DATASET.00000001
FILE_ID.00009159	DATASET.00000003
FILE_ID.00009162	DATASET.00000001
FILE_ID.00009163	DATASET.00000003
FILE_ID.00009166	DATASET.00000001
FILE_ID.00009167	DATASET.00000003
FILE_ID.00009170	DATASET.00000001
FILE_ID.00009171	DATASET.00000003
FILE_ID.00009174	DATASET.00000001
FILE_ID.00009175	DATASET.00000003
FILE_ID.00009178	DATASET.00000001
FILE_ID.00009179	DATASET.00000003
FILE_ID.00009182	DATASET.00000001
FILE_ID.00009183	DATASET.00000003
FILE_ID.00009186	DATASET.00000001
FILE_ID.00009187	DATASET.00000003
FILE_ID.00009190	DATASET.00000001
FILE_ID.00009191	DATASET.00000003
FILE_ID.00009194	DATASET.00000001
FILE_ID.00009195	DATASET.00000003
FILE_ID.00009198	DATASET.00000001
FILE_ID.00009199	DATASET.00000003
FILE_ID.00009202	DATASET.00000001
FILE_ID.00009203	DATASET.00000003
FILE_ID.00009206	DATASET.00000001
FILE_ID.00009207	DATASET.00000003
FILE_ID.00009210	DATASET.00000001
FILE_ID.00009211	DATASET.00000003
FILE_ID.00009214	DATASET.00000001
FILE_ID.00009215	DATASET.00000003
FILE_ID.00009218	DATASET.00000001
FILE_ID.00009219	DATASET.00000003
FILE_ID.00009222	DATASET.00000001
FILE_ID.00009223	DATASET.00000003
FILE_ID.00009226	DATASET.00000001
FILE_ID.00009227	DATASET.00000003
FILE_ID.00009230	DATASET.00000001
FILE_ID.00009231	DATASET.00000003
FILE_ID.00009234	DATASET.00000001
FILE_ID.00009235	DATASET.00000003
FILE_ID.00009238	DATASET.00000001
FILE_ID.00009239	DATASET.00000003
FILE_ID.00009242	DATASET.00000001
FILE_ID.00009243	DATASET.00000003
FILE_ID.00009246	DATASET.00000001
FILE_ID.00009247	DATASET.00000003
FILE_ID.00009250	DATASET.00000001
FILE_ID.00009251	DATASET.00000003
FILE_ID.00009254	DATASET.00000001
FILE_ID.00009255	DATASET.00000003
FILE_ID.00009258	DATASET.00000001
FILE_ID.00009259	DATASET.00000003
FILE_ID.00009262	DATASET.00000001
FILE_ID.00009263	DATASET.00000003
FILE_ID.00009266	DATASET.00000001
FILE_ID.00009267	DATASET.00000003
FILE_ID.00009270	DATASET.00000001
FILE_ID.00009271	DATASET.00000003
FILE_ID.00009274	DATASET.00000001
FILE_ID.00009275	DATASET.00000003
FILE_ID.00009278	DATASET.00000001
FILE_ID.00009279	DATASET.00000003
FILE_ID.00009282	DATASET.00000001
FILE_ID.00009283	DATASET.00000003
FILE_ID.00009286	DATASET.00000001
FILE_ID.00009287	DATASET.00000003
FILE_ID.00009290	DATASET.00000001
FILE_ID.00009291	DATASET.00000003
FILE_ID.00009294	DATASET.00000001
FILE_ID.00009295	DATASET.00000003
FILE_ID.00009298	DATASET.00000001
FILE_ID.00009299	DATASET.00000003
FILE_ID.00009302	DATASET.00000001
FILE_ID.00009303	DATASET.00000003
FILE_ID.00009306	DATASET.00000001
FILE_ID.00009307	DATASET.00000003
FILE_ID.00009310	DATASET.00000001
FILE_ID.00009311	DATASET.00000003
FILE_ID.00009314	DATASET.00000001
FILE_ID.00009315	DATASET.00000003
FILE_ID.00009318	DATASET.00000001
FILE_ID.00009319	DATASET.00000003
FILE_ID.00009322	DATASET.00000001
FILE_ID.00009323	DATASET.00000003
FILE_ID.00009326	DATASET.00000001
FILE_ID.00009327	DATASET.00000003
FILE_ID.00009330	DATASET.00000001
FILE_ID.00009331	DATASET.00000003
FILE_ID.00009334	DATASET.00000001
FILE_ID.00009335	DATASET.00000003
FILE_ID.00009338	DATASET.00000001
FILE_ID.00009339	DATASET.00000003
FILE_ID.00009342	DATASET.00000001
FILE_ID.00009343	DATASET.00000003
FILE_ID.00009346	DATASET.00000001
FILE_ID.00009347	DATASET.00000003
FILE_ID.00009350	DATASET.00000001
FILE_ID.00009351	DATASET.00000003
FILE_ID.00009354	DATASET.00000001
FILE_ID.00009355	DATASET.00000003
FILE_ID.00009358	DATASET.00000001
FILE_ID.00009359	DATASET.00000003
FILE_ID.00009362	DATASET.00000001
FILE_ID.00009363	DATASET.00000003
FILE_ID.00009366	DATASET.00000001
FILE_ID.00009367	DATASET.00000003
FILE_ID.00009370	DATASET.00000001
FILE_ID.00009371	DATASET.00000003
FILE_ID.00009374	DATASET.00000001
FILE_ID.00009375	DATASET.00000003
FILE_ID.00009378	DATASET.00000001
FILE_ID.00009379	DATASET.00000003
FILE_ID.00009382	DATASET.00000001
FILE_ID.00009383	DATASET.00000003
FILE_ID.00009386	DATASET.00000001
FILE_ID.00009387	DATASET.00000003
FILE_ID.00009390	DATASET.00000001
FILE_ID.00009391	DATASET.00000003
FILE_ID.00009394	DATASET.00000001
FILE_ID.00009395	DATASET.00000003
FILE_ID.00009398	DATASET.00000001
FILE_ID.00009399	DATASET.00000003
FILE_ID.00009402	DATASET.00000001
FILE_ID.00009403	DATASET.00000003
FILE_ID.00009406	DATASET.00000001
FILE_ID.00009407	DATASET.00000003
FILE_ID.00009410	DATASET.00000001
FILE_ID.00009411	DATASET.00000003
FILE_ID.00009414	DATASET.00000001
FILE_ID.00009415	DATASET.00000003
FILE_ID.00009418	DATASET.00000001
FILE_ID.00009419	DATASET.00000003
FILE_ID.00009422	DATASET.00000001
FILE_ID.00009423	DATASET.00000003
FILE_ID.00009426	DATASET.00000001
FILE_ID.00009427	DATASET.00000003
FILE_ID.00009430	DATASET.00000001
FILE_ID.00009431	DATASET.00000003
FILE_ID.00009434	DATASET.00000001
FILE_ID.00009435	DATASET.00000003
FILE_ID.00009438	DATASET.00000001
FILE_ID.00009439	DATASET.00000003
FILE_ID.00009442	DATASET.00000001
FILE_ID.00009443	DATASET.00000003
FILE_ID.00009446	DATASET.00000001
FILE_ID.00009447	DATASET.00000003
FILE_ID.00009450	DATASET.00000001
FILE_ID.00009451	DATASET.00000003
FILE_ID.00009454	DATASET.00000001
FILE_ID.00009455	DATASET.00000003
FILE_ID.00009458	DATASET.00000001
FILE_ID.00009459	DATASET.00000003
FILE_ID.00009462	DATASET.00000001
FILE_ID.00009463	DATASET.00000003
FILE_ID.00009466	DATASET.00000001
FILE_ID.00009467	DATASET.00000003
FILE_ID.00009470	DATASET.00000001
FILE_ID.00009471	DATASET.00000003
FILE_ID.00009474	DATASET.00000001
FILE_ID.00009475	DATASET.00000003
FILE_ID.00009478	DATASET.00000001
FILE_ID.00009479	DATASET.00000003
FILE_ID.00009482	DATASET.00000001
FILE_ID.00009483	DATASET.00000003
FILE_ID.00009486	DATASET.00000001
FILE_ID.00009487	DATASET.00000003
FILE_ID.00009490	DATASET.00000001
FILE_ID.00009491	DATASET.00000003
FILE_ID.00009494	DATASET.00000001
FILE_ID.00009495	DATASET.00000003
FILE_ID.00009498	DATASET.00000001
FILE_ID.00009499	DATASET.00000003
FILE_ID.00009502	DATASET.00000001
FILE_ID.00009503	DATASET.00000003
FILE_ID.00009506	DATASET.00000001
FILE_ID.00009507	DATASET.00000003
FILE_ID.00009510	DATASET.00000001
FILE_ID.00009511	DATASET.00000003
FILE_ID.00009514	DATASET.00000001
FILE_ID.00009515	DATASET.00000003
FILE_ID.00009518	DATASET.00000001
FILE_ID.00009519	DATASET.00000003
FILE_ID.00009522	DATASET.00000001
FILE_ID.00009523	DATASET.00000003
FILE_ID.00009526	DATASET.00000001
FILE_ID.00009527	DATASET.00000003
FILE_ID.00009530	DATASET.00000001
FILE_ID.00009531	DATASET.00000003
FILE_ID.00009534	DATASET.00000001
FILE_ID.00009535	DATASET.00000003
FILE_ID.00009538	DATASET.00000001
FILE_ID.00009539	DATASET.00000003
FILE_ID.00009542	DATASET.00000001
FILE_ID.00009543	DATASET.00000003
FILE_ID.00009546	DATASET.00000001
FILE_ID.00009547	DATASET.00000003
FILE_ID.00009550	DATASET.00000001
FILE_ID.00009551	DATASET.00000003
FILE_ID.00009554	DATASET.00000001
FILE_ID.00009555	DATASET.00000003
FILE_ID.00009558	DATASET.00000001
FILE_ID.00009559	DATASET.00000003
FILE_ID.00009562	DATASET.00000001
FILE_ID.00009563	DATASET.00000003
FILE_ID.00009566	DATASET.00000001
FILE_ID.00009567	DATASET.00000003
FILE_ID.00009570	DATASET.00000001
FILE_ID.00009571	DATASET.00000003
FILE_ID.00009574	DATASET.00000001
FILE_ID.00009575	DATASET.00000003
FILE_ID.00009578	DATASET.00000001
FILE_ID.00009579	DATASET.00000003
FILE_ID.00009582	DATASET.00000001
FILE_ID.00009583	DATASET.00000003
FILE_ID.00009586	DATASET.00000001
FILE_ID.00009587	DATASET.00000003
FILE_ID.00009590	DATASET.00000001
FILE_ID.00009591	DATASET.00000003
FILE_ID.00009594	DATASET.00000001
FILE_ID.00009595	DATASET.00000003
FILE_ID.00009598	DATASET.00000001
FILE_ID.00009599	DATASET.00000003
FILE_ID.00009602	DATASET.00000001
FILE_ID.00009603	DATASET.00000003
FILE_ID.00009606	DATASET.00000001
FILE_ID.00009607	DATASET.00000003
FILE_ID.00009610	DATASET.00000001
FILE_ID.00009611	DATASET.00000003
FILE_ID.00009614	DATASET.00000001
FILE_ID.00009615	DATASET.00000003
FILE_ID.00009618	DATASET.00000001
FILE_ID.00009619	DATASET.00000003
FILE_ID.00009622	DATASET.00000001
FILE_ID.00009623	DATASET.00000003
FILE_ID.00009626	DATASET.00000001
FILE_ID.00009627	DATASET.00000003
FILE_ID.00009630	DATASET.00000001
FILE_ID.00009631	DATASET.00000003
FILE_ID.00009634	DATASET.00000001
FILE_ID.00009635	DATASET.00000003
FILE_ID.00009638	DATASET.00000001
FILE_ID.00009639	DATASET.00000003
FILE_ID.00009642	DATASET.00000001
FILE_ID.00009643	DATASET.00000003
FILE_ID.00009646	DATASET.00000001
FILE_ID.00009647	DATASET.00000003
FILE_ID.00009650	DATASET.00000001
FILE_ID.00009651	DATASET.00000003
FILE_ID.00009654	DATASET.00000001
FILE_ID.00009655	DATASET.00000003
FILE_ID.00009658	DATASET.00000001
FILE_ID.00009659	DATASET.00000003
FILE_ID.00009662	DATASET.00000001
FILE_ID.00009663	DATASET.00000003
FILE_ID.00009666	DATASET.00000001
FILE_ID.00009667	DATASET.00000003
FILE_ID.00009670	DATASET.00000001
FILE_ID.00009671	DATASET.00000003
FILE_ID.00009674	DATASET.00000001
FILE_ID.00009675	DATASET.00000003
FILE_ID.00009678	DATASET.00000001
FILE_ID.00009679	DATASET.00000003
FILE_ID.00009682	DATASET.00000001
FILE_ID.00009683	DATASET.00000003
FILE_ID.00009686	DATASET.00000001
FILE_ID.00009687	DATASET.00000003
FILE_ID.00009690	DATASET.00000001
FILE_ID.00009691	DATASET.00000003
FILE_ID.00009694	DATASET.00000001
FILE_ID.00009695	DATASET.00000003
FILE_ID.00009698	DATASET.00000001
FILE_ID.00009699	DATASET.00000003
FILE_ID.00009702	DATASET.00000001
FILE_ID.00009703	DATASET.00000003
FILE_ID.00009706	DATASET.00000001
FILE_ID.00009707	DATASET.00000003
FILE_ID.00009710	DATASET.00000001
FILE_ID.00009711	DATASET.00000003
FILE_ID.00009714	DATASET.00000001
FILE_ID.00009715	DATASET.00000003
FILE_ID.00009718	DATASET.00000001
FILE_ID.00009719	DATASET.00000003
FILE_ID.00009722	DATASET.00000001
FILE_ID.00009723	DATASET.00000003
FILE_ID.00009726	DATASET.00000001
FILE_ID.00009727	DATASET.00000003
FILE_ID.00009730	DATASET.00000001
FILE_ID.00009731	DATASET.00000003
FILE_ID.00009734	DATASET.00000001
FILE_ID.00009735	DATASET.00000003
FILE_ID.00009738	DATASET.00000001
FILE_ID.00009739	DATASET.00000003
FILE_ID.00009742	DATASET.00000001
FILE_ID.00009743	DATASET.00000003
FILE_ID.00009746	DATASET.00000001
FILE_ID.00009747	DATASET.00000003
FILE_ID.00009750	DATASET.00000001
FILE_ID.00009751	DATASET.00000003
FILE_ID.00009754	DATASET.00000001
FILE_ID.00009755	DATASET.00000003
FILE_ID.00009758	DATASET.00000001
FILE_ID.00009759	DATASET.00000003
FILE_ID.00009762	DATASET.00000001
FILE_ID.00009763	DATASET.00000003
FILE_ID.00009766	DATASET.00000001
FILE_ID.00009767	DATASET.00000003
FILE_ID.00009770	DATASET.00000001
FILE_ID.00009771	DATASET.00000003
FILE_ID.00009774	DATASET.00000001
FILE_ID.00009775	DATASET.00000003
FILE_ID.00009778	DATASET.00000001
FILE_ID.00009779	DATASET.00000003
FILE_ID.00009782	DATASET.00000001
FILE_ID.00009783	DATASET.00000003
FILE_ID.00009786	DATASET.00000001
FILE_ID.00009787	DATASET.00000003
FILE_ID.00009790	DATASET.00000001
FILE_ID.00009791	DATASET.00000003
FILE_ID.00009794	DATASET.00000001
FILE_ID.00009795	DATASET.00000003
FILE_ID.00009798	DATASET.00000001
FILE_ID.00009799	DATASET.00000003
FILE_ID.00009802	DATASET.00000001
FILE_ID.00009803	DATASET.00000003
FILE_ID.00009806	DATASET.00000001
FILE_ID.00009807	DATASET.00000003
FILE_ID.00009810	DATASET.00000001
FILE_ID.00009811	DATASET.00000003
FILE_ID.00009814	DATASET.00000001
FILE_ID.00009815	DATASET.00000003
FILE_ID.00009818	DATASET.00000001
FILE_ID.00009819	DATASET.00000003
FILE_ID.00009822	DATASET.00000001
FILE_ID.00009823	DATASET.00000003
FILE_ID.00009826	DATASET.00000001
FILE_ID.00009827	DATASET.00000003
FILE_ID.00009830	DATASET.00000001
FILE_ID.00009831	DATASET.00000003
FILE_ID.00009834	DATASET.00000001
FILE_ID.00009835	DATASET.00000003
FILE_ID.00009838	DATASET.00000001
FILE_ID.00009839	DATASET.00000003
FILE_ID.00009842	DATASET.00000001
FILE_ID.00009843	DATASET.00000003
FILE_ID.00009846	DATASET.00000001
FILE_ID.00009847	DATASET.00000003
FILE_ID.00009850	DATASET.00000001
FILE_ID.00009851	DATASET.00000003
FILE_ID.00009854	DATASET.00000001
FILE_ID.00009855	DATASET.00000003
FILE_ID.00009858	DATASET.00000001
FILE_ID.00009859	DATASET.00000003
FILE_ID.00009862	DATASET.00000001
FILE_ID.00009863	DATASET.00000003
FILE_ID.00009866	DATASET.00000001
FILE_ID.00009867	DATASET.00000003
FILE_ID.00009870	DATASET.00000001
FILE_ID.00009871	DATASET.00000003
FILE_ID.00009874	DATASET.00000001
FILE_ID.00009875	DATASET.00000003
FILE_ID.00009878	DATASET.00000001
FILE_ID.00009879	DATASET.00000003
FILE_ID.00009882	DATASET.00000001
FILE_ID.00009883	DATASET.00000003
FILE_ID.00009886	DATASET.00000001
FILE_ID.00009887	DATASET.00000003
FILE_ID.00009890	DATASET.00000001
FILE_ID.00009891	DATASET.00000003
FILE_ID.00009894	DATASET.00000001
FILE_ID.00009895	DATASET.00000003
FILE_ID.00009898	DATASET.00000001
FILE_ID.00009899	DATASET.00000003
FILE_ID.00009902	DATASET.00000001
FILE_ID.00009903	DATASET.00000003
FILE_ID.00009906	DATASET.00000001
FILE_ID.00009907	DATASET.00000003
FILE_ID.00009910	DATASET.00000001
FILE_ID.00009911	DATASET.00000003
FILE_ID.00009914	DATASET.00000001
FILE_ID.00009915	DATASET.00000003
FILE_ID.00009918	DATASET.00000001
FILE_ID.00009919	DATASET.00000003
FILE_ID.00009922	DATASET.00000001
FILE_ID.00009923	DATASET.00000003
FILE_ID.00009926	DATASET.00000001
FILE_ID.00009927	DATASET.00000003
FILE_ID.00009930	DATASET.00000001
FILE_ID.00009931	DATASET.00000003
FILE_ID.00009934	DATASET.00000001
FILE_ID.00009935	DATASET.00000003
FILE_ID.00009938	DATASET.00000001
FILE_ID.00009939	DATASET.00000003
FILE_ID.00009942	DATASET.00000001
FILE_ID.00009943	DATASET.00000003
FILE_ID.00009946	DATASET.00000001
FILE_ID.00009947	DATASET.00000003
FILE_ID.00009950	DATASET.00000001
FILE_ID.00009951	DATASET.00000003
FILE_ID.00009954	DATASET.00000001
FILE_ID.00009955	DATASET.00000003
FILE_ID.00009958	DATASET.00000001
FILE_ID.00009959	DATASET.00000003
FILE_ID.00009962	DATASET.00000001
FILE_ID.00009963	DATASET.00000003
FILE_ID.00009966	DATASET.00000001
FILE_ID.00009967	DATASET.00000003
FILE_ID.00009970	DATASET.00000001
FILE_ID.00009971	DATASET.00000003
FILE_ID.00009974	DATASET.00000001
FILE_ID.00009975	DATASET.00000003
FILE_ID.00009978	DATASET.00000001
FILE_ID.00009979	DATASET.00000003
FILE_ID.00009982	DATASET.00000001
FILE_ID.00009983	DATASET.00000003
FILE_ID.00009986	DATASET.00000001
FILE_ID.00009987	DATASET.00000003
FILE_ID.00009990	DATASET.00000001
FILE_ID.00009991	DATASET.00000003
FILE_ID.00009994	DATASET.00000001
FILE_ID.00009995	DATASET.00000003
FILE_ID.00009998	DATASET.00000001
FILE_ID.00009999	DATASET.00000003
FILE_ID.00010002	DATASET.00000001
FILE_ID.00010003	DATASET.00000003
FILE_ID.00010006	DATASET.00000001
FILE_ID.00010007	DATASET.00000003
FILE_ID.00010010	DATASET.00000001
FILE_ID.00010011	DATASET.00000003
FILE_ID.00010014	DATASET.00000001
FILE_ID.00010015	DATASET.00000003
FILE_ID.00010018	DATASET.00000001
FILE_ID.00010019	DATASET.00000003
FILE_ID.00010022	DATASET.00000001
FILE_ID.00010023	DATASET.00000003
FILE_ID.00010026	DATASET.00000001
FILE_ID.00010027	DATASET.00000003
FILE_ID.00010030	DATASET.00000001
FILE_ID.00010031	DATASET.00000003
FILE_ID.00010034	DATASET.00000001
FILE_ID.00010035	DATASET.00000003
FILE_ID.00010038	DATASET.00000001
FILE_ID.00010039	DATASET.00000003
FILE_ID.00010042	DATASET.00000001
FILE_ID.00010043	DATASET.00000003
FILE_ID.00010046	DATASET.00000001
FILE_ID.00010047	DATASET.00000003
FILE_ID.00010050	DATASET.00000001
FILE_ID.00010051	DATASET.00000003
FILE_ID.00010054	DATASET.00000001
FILE_ID.00010055	DATASET.00000003
FILE_ID.00010058	DATASET.00000001
FILE_ID.00010059	DATASET.00000003
FILE_ID.00010062	DATASET.00000001
FILE_ID.00010063	DATASET.00000003
FILE_ID.00010066	DATASET.00000001
FILE_ID.00010067	DATASET.00000003
FILE_ID.00010070	DATASET.00000001
FILE_ID.00010071	DATASET.00000003
FILE_ID.00010074	DATASET.00000001
FILE_ID.00010075	DATASET.00000003
FILE_ID.00010078	DATASET.00000001
FILE_ID.00010079	DATASET.00000003
FILE_ID.00010082	DATASET.00000001
FILE_ID.00010083	DATASET.00000003
FILE_ID.00010086	DATASET.00000001
FILE_ID.00010087	DATASET.00000003
FILE_ID.00010090	DATASET.00000001
FILE_ID.00010091	DATASET.00000003
FILE_ID.00010094	DATASET.00000001
FILE_ID.00010095	DATASET.00000003
FILE_ID.00010098	DATASET.00000001
FILE_ID.00010099	DATASET.00000003
FILE_ID.00010102	DATASET.00000001
FILE_ID.00010103	DATASET.00000003
FILE_ID.00010106	DATASET.00000001
FILE_ID.00010107	DATASET.00000003
FILE_ID.00010110	DATASET.00000001
FILE_ID.00010111	DATASET.00000003
