id	url	name	description	synonyms
https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9606	https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9606	Homo sapiens	Homo sapiens (modern human species)	
